ACCENUMB,y_true,y_pred,y_proba
G50484,1,1,0.9936014503852107
G51362,0,0,0.0132995235572736
G698,1,1,0.993423489800362
G18457,0,0,0.000434668715764654
G22572,0,0,0.0918205038939779
G12884,0,0,0.0007129464984113533
G18615A,0,0,0.0004807571776751565
G3521,1,1,0.8237412620724628
G13040,0,0,0.0316800477119676
G13924,1,1,0.9932170580188188
G14853,0,0,0.1332979372060422
G13072,0,0,0.0365125288664472
G5020,0,0,0.0678131861641454
G5545,0,0,0.0004444288713659288
G108,0,0,0.0009785054028991155
G50849Y,1,1,0.990089293602574
G51040V,1,1,0.995354322322294
G4711,0,0,0.0047320656610053
G20165,0,0,0.010338139893792
G9612,0,0,0.00024826287787543767
G12871,0,0,0.01117623741132
G23970,0,0,0.0233347346561175
G19118,0,0,0.00038768037319165206
G24301,1,1,0.9989851000304388
G7001,0,0,0.0003558417779141277
G20001,0,0,0.0010091454023402
G23507,0,0,0.0239711045991318
G18701B,0,0,0.0004960581824712885
G7803,0,0,0.0001981832045329265
G51056,1,1,0.9920484569646546
G13607,0,0,0.0002224549404912299
G52614,1,1,0.9713020127673218
G50553,0,0,0.0004318665283879869
G432,0,0,0.0005058171437629592
G1729,0,0,0.0002869745921408573
G24600A,0,0,0.0010562268921647
G13867,0,0,0.00026111447836779054
G24309,0,0,0.0098104250170657
G307,1,1,0.9910520496662968
G23722A,0,0,0.0120856024024458
