DOI,ACCENUMB,CURATION,GENUS,SPECIES,GRIN_NAME,SAMPSTAT,ORIGCTY,COLLSITE,DECLONGITUDE,ELEVATION,MODCF_CloudForestPrediction,MODCF_seasonality_concentration,current_30arcsec_aridityIndexThornthwaite,CRFVOL_M_sl1,BDRICM_M,PHIKCL_M_sl1,BDRLOG_M,SLGWRB,ACDWRB_M_ss,bio14,bio18,bio19,bio2,bio9
10.18730/K3B9P,G9977,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,0.2987140407349882,MEX,NUEVO NECAXA - NUEVO NECAXA - PUEBLA,-98.0,-0.9516373780861488,0.939096081553331,-0.4437520947296041,-0.4445285715159459,0.6629578778446764,-0.7896876112085743,-0.8511931171679675,1.2478056220472498,-0.1033495786669646,0.1587457987745961,0.92315010161742,0.7865501198051199,-0.1438823207928231,-0.5148722699482965,-0.3412600756064262
10.18730/K3B7M,G9975,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,0.2987140407349882,MEX,JUAREZ - TETELA DE OCAMPO - PUEBLA,-97.79,-0.1849401545415493,0.2748703460770303,0.3667761088704466,-0.0685127110064516,1.2089983403515487,0.1879015798031366,-1.1962097867883907,0.318093155980781,-0.1033495786669646,0.1587457987745961,-0.1072119457368491,-0.3709249992417089,-0.5550197975859364,0.4031333566658394,-0.8823160851024723
10.18730/K3GN9,G9974,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,0.2987140407349882,MEX,JUAREZ - TETELA DE OCAMPO - PUEBLA,-97.79,-0.1849401545415493,0.2748703460770303,0.3667761088704466,-0.0685127110064516,1.2089983403515487,0.1879015798031366,-1.1962097867883907,0.318093155980781,-0.1033495786669646,0.1587457987745961,-0.1072119457368491,-0.3709249992417089,-0.5550197975859364,0.4031333566658394,-0.8823160851024723
10.18730/K3B4H,G9971,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,0.2987140407349882,MEX,JUAREZ - TETELA DE OCAMPO - PUEBLA,-97.79,-0.1849401545415493,0.2748703460770303,0.3667761088704466,-0.0685127110064516,1.2089983403515487,0.1879015798031366,-1.1962097867883907,0.318093155980781,-0.1033495786669646,0.1587457987745961,-0.1072119457368491,-0.3709249992417089,-0.5550197975859364,0.4031333566658394,-0.8823160851024723
10.18730/K3B5J,G9972,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,0.2987140407349882,MEX,JUAREZ - TETELA DE OCAMPO - PUEBLA,-97.79,-0.1849401545415493,0.2748703460770303,0.3667761088704466,-0.0685127110064516,1.2089983403515487,0.1879015798031366,-1.1962097867883907,0.318093155980781,-0.1033495786669646,0.1587457987745961,-0.1072119457368491,-0.3709249992417089,-0.5550197975859364,0.4031333566658394,-0.8823160851024723
10.18730/K3B6K,G9973,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,0.2987140407349882,MEX,JUAREZ - TETELA DE OCAMPO - PUEBLA,-97.79,-0.1849401545415493,0.2748703460770303,0.3667761088704466,-0.0685127110064516,1.2089983403515487,0.1879015798031366,-1.1962097867883907,0.318093155980781,-0.1033495786669646,0.1587457987745961,-0.1072119457368491,-0.3709249992417089,-0.5550197975859364,0.4031333566658394,-0.8823160851024723
10.18730/K3B3G,G9970,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,0.2987140407349882,MEX,JUAREZ - TETELA DE OCAMPO - PUEBLA,-97.79,-0.1849401545415493,0.2748703460770303,0.3667761088704466,-0.0685127110064516,1.2089983403515487,0.1879015798031366,-1.1962097867883907,0.318093155980781,-0.1033495786669646,0.1587457987745961,-0.1072119457368491,-0.3709249992417089,-0.5550197975859364,0.4031333566658394,-0.8823160851024723
10.18730/K3B2F,G9969,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,0.2987140407349882,MEX,JUAREZ - TETELA DE OCAMPO - PUEBLA,-97.79,-0.1849401545415493,0.2748703460770303,0.3667761088704466,-0.0685127110064516,1.2089983403515487,0.1879015798031366,-1.1962097867883907,0.318093155980781,-0.1033495786669646,0.1587457987745961,-0.1072119457368491,-0.3709249992417089,-0.5550197975859364,0.4031333566658394,-0.8823160851024723
10.18730/K3B1E,G9968,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,0.2987140407349882,MEX,JUAREZ - TETELA DE OCAMPO - PUEBLA,-97.79,-0.1849401545415493,0.2748703460770303,0.3667761088704466,-0.0685127110064516,1.2089983403515487,0.1879015798031366,-1.1962097867883907,0.318093155980781,-0.1033495786669646,0.1587457987745961,-0.1072119457368491,-0.3709249992417089,-0.5550197975859364,0.4031333566658394,-0.8823160851024723
10.18730/K3B0D,G9967,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,0.2987140407349882,MEX,JUAREZ - TETELA DE OCAMPO - PUEBLA,-97.79,-0.1849401545415493,0.2748703460770303,0.3667761088704466,-0.0685127110064516,1.2089983403515487,0.1879015798031366,-1.1962097867883907,0.318093155980781,-0.1033495786669646,0.1587457987745961,-0.1072119457368491,-0.3709249992417089,-0.5550197975859364,0.4031333566658394,-0.8823160851024723
10.18730/K3AZC,G9966,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,0.2987140407349882,MEX,JUAREZ - TETELA DE OCAMPO - PUEBLA,-97.79,-0.1849401545415493,0.2748703460770303,0.3667761088704466,-0.0685127110064516,1.2089983403515487,0.1879015798031366,-1.1962097867883907,0.318093155980781,-0.1033495786669646,0.1587457987745961,-0.1072119457368491,-0.3709249992417089,-0.5550197975859364,0.4031333566658394,-0.8823160851024723
10.18730/K3AYB,G9965,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,0.2987140407349882,MEX,JUAREZ - TETELA DE OCAMPO - PUEBLA,-97.79,-0.1849401545415493,0.2748703460770303,0.3667761088704466,-0.0685127110064516,1.2089983403515487,0.1879015798031366,-1.1962097867883907,0.318093155980781,-0.1033495786669646,0.1587457987745961,-0.1072119457368491,-0.3709249992417089,-0.5550197975859364,0.4031333566658394,-0.8823160851024723
10.18730/K3AV8,G9961,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,0.2987140407349882,MEX,JUAREZ - TETELA DE OCAMPO - PUEBLA,-97.79,-0.1849401545415493,0.2748703460770303,0.3667761088704466,-0.0685127110064516,1.2089983403515487,0.1879015798031366,-1.1962097867883907,0.318093155980781,-0.1033495786669646,0.1587457987745961,-0.1072119457368491,-0.3709249992417089,-0.5550197975859364,0.4031333566658394,-0.8823160851024723
10.18730/K3AW9,G9962,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,0.2987140407349882,MEX,JUAREZ - TETELA DE OCAMPO - PUEBLA,-97.79,-0.1849401545415493,0.2748703460770303,0.3667761088704466,-0.0685127110064516,1.2089983403515487,0.1879015798031366,-1.1962097867883907,0.318093155980781,-0.1033495786669646,0.1587457987745961,-0.1072119457368491,-0.3709249992417089,-0.5550197975859364,0.4031333566658394,-0.8823160851024723
10.18730/K3AXA,G9963,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,0.2987140407349882,MEX,JUAREZ - TETELA DE OCAMPO - PUEBLA,-97.79,-0.1849401545415493,0.2748703460770303,0.3667761088704466,-0.0685127110064516,1.2089983403515487,0.1879015798031366,-1.1962097867883907,0.318093155980781,-0.1033495786669646,0.1587457987745961,-0.1072119457368491,-0.3709249992417089,-0.5550197975859364,0.4031333566658394,-0.8823160851024723
10.18730/K3GM8,G9964,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,0.2987140407349882,MEX,JUAREZ - TETELA DE OCAMPO - PUEBLA,-97.79,-0.1849401545415493,0.2748703460770303,0.3667761088704466,-0.0685127110064516,1.2089983403515487,0.1879015798031366,-1.1962097867883907,0.318093155980781,-0.1033495786669646,0.1587457987745961,-0.1072119457368491,-0.3709249992417089,-0.5550197975859364,0.4031333566658394,-0.8823160851024723
10.18730/K3AT7,G9960,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,0.2987140407349882,MEX,JUAREZ - TETELA DE OCAMPO - PUEBLA,-97.79,-0.1849401545415493,0.2748703460770303,0.3667761088704466,-0.0685127110064516,1.2089983403515487,0.1879015798031366,-1.1962097867883907,0.318093155980781,-0.1033495786669646,0.1587457987745961,-0.1072119457368491,-0.3709249992417089,-0.5550197975859364,0.4031333566658394,-0.8823160851024723
10.18730/K3AM1,G9954,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,0.2987140407349882,MEX,JUAREZ - TETELA DE OCAMPO - PUEBLA,-97.79,-0.1849401545415493,0.2748703460770303,0.3667761088704466,-0.0685127110064516,1.2089983403515487,0.1879015798031366,-1.1962097867883907,0.318093155980781,-0.1033495786669646,0.1587457987745961,-0.1072119457368491,-0.3709249992417089,-0.5550197975859364,0.4031333566658394,-0.8823160851024723
10.18730/K3AN2,G9955,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,0.2987140407349882,MEX,JUAREZ - TETELA DE OCAMPO - PUEBLA,-97.79,-0.1849401545415493,0.2748703460770303,0.3667761088704466,-0.0685127110064516,1.2089983403515487,0.1879015798031366,-1.1962097867883907,0.318093155980781,-0.1033495786669646,0.1587457987745961,-0.1072119457368491,-0.3709249992417089,-0.5550197975859364,0.4031333566658394,-0.8823160851024723
10.18730/K3AP3,G9956,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,0.2987140407349882,MEX,JUAREZ - TETELA DE OCAMPO - PUEBLA,-97.79,-0.1849401545415493,0.2748703460770303,0.3667761088704466,-0.0685127110064516,1.2089983403515487,0.1879015798031366,-1.1962097867883907,0.318093155980781,-0.1033495786669646,0.1587457987745961,-0.1072119457368491,-0.3709249992417089,-0.5550197975859364,0.4031333566658394,-0.8823160851024723
