DOI,ACCENUMB,ORIGCTY,DECLATITUDE,DECLONGITUDE,Pred_Resistencia,Probabilidad_Resistencia
10.18730/PENES,G16407,MEX,19.77,-97.23,1,0.9964977
10.18730/S63W=,G16403A,MEX,19.57,-97.27,0,0.001622254
10.18730/JHB3A,G16395,MEX,18.33,-97.25,0,0.0004898464
10.18730/JHB8F,G16397,MEX,18.33,-97.5,0,0.00038734317
10.18730/JHB18,G16384,MEX,19.37,-103.72,0,0.00017704739
10.18730/JSHE6,G16100,MEX,25.02,-100.61,0,0.001397297
10.18730/JSHD5,G16099,MEX,23.71,-100.31,0,0.00076524087
10.18730/JSGSP,G16089,MEX,24.16,-99.79,0,0.00017700063
10.18730/S1YT*,G16079A,MEX,23.04,-99.17,0,0.0014372563
10.18730/JSGKG,G16078,MEX,22.75,-99.61,0,0.00044492568
10.18730/JSGA7,G16076,MEX,27.84,-109.39,0,0.00029504826
10.18730/JSGQM,G16074,MEX,28.77,-109.64,0,0.00044744211
10.18730/JSGMH,G16070,MEX,29.62,-110.13,0,0.00034499328
10.18730/K3M9E,G16073,MEX,28.89,-109.75,0,0.0003991138
10.18730/JSG2U,G16068,MEX,29.44,-110.4,0,0.0004335662
10.18730/JSG1=,G16067,MEX,30.18,-111.12,0,0.00039647106
10.18730/JSGFC,G16063,MEX,30.64,-111.42,0,0.00021699793
10.18730/JSGHE,G16065,MEX,30.6,-111.47,0,0.00035299544
10.18730/JSGEB,G16062,MEX,30.71,-111.42,0,0.00024143023
10.18730/JSGDA,G16061,MEX,30.49,-115.97,0,0.0006956271
10.18730/JSG30,G16060,MEX,27.6,-113.54,0,0.00067003595
10.18730/JSFSV,G16059,MEX,25.53,-112.05,0,0.00055931794
10.18730/JSFQS,G16057,MEX,24.99,-111.72,0,0.00064673467
10.18730/JSG63,G16054,MEX,25.04,-105.4,0,0.00033690076
10.18730/JSG74,G16055,MEX,23.96,-104.13,0,0.00030019734
10.18730/JSFTW,G16051,MEX,24.18,-103.63,0,0.00023671829
10.18730/JSG41,G16052,MEX,24.77,-104.02,0,0.00029115594
10.18730/JSFGJ,G16050,MEX,24.4,-103.86,0,0.00026854046
10.18730/JSFEG,G16048,MEX,23.99,-104.05,0,0.00019343992
10.18730/JSFFH,G16049,MEX,24.28,-103.81,0,0.00033215337
10.18730/JSFY*,G16046,MEX,24.84,-103.7,0,0.00029685406
10.18730/JSF9B,G16041,MEX,24.49,-104.36,0,0.0002680401
10.18730/JSFHK,G16042,MEX,24.44,-104.14,0,0.00023038434
10.18730/JSFKN,G16035,MEX,24.57,-104.34,0,0.00025051113
10.18730/JSFAC,G16033,MEX,23.87,-104.52,0,0.00027495885
10.18730/JSF57,G16021,MEX,24.42,-104.04,0,0.00030204907
10.18730/JSF68,G16022,MEX,25.0,-105.2,0,0.0002973849
10.18730/JSEFP,G16016,MEX,24.03,-104.17,0,0.00014961412
10.18730/JSF24,G16018,MEX,24.24,-103.79,0,0.0003670293
10.18730/JSE5C,G16006,MEX,24.43,-103.88,0,0.00019021063
10.18730/JSE6D,G16007,MEX,24.83,-103.68,0,0.00031690396
10.18730/JSET~,G16009,MEX,24.52,-104.12,0,0.00017079915
10.18730/JSEV$,G16010,MEX,23.84,-104.01,0,0.00035771498
10.18730/JSEJS,G16001,MEX,24.57,-104.5,0,0.00025059236
10.18730/JSE7E,G15999,MEX,24.35,-103.84,0,0.00039464314
10.18730/JSEBJ,G15994,MEX,23.75,-104.0,0,0.00033585148
10.18730/JSDN~,G15987,MEX,24.47,-104.69,0,0.000306634
10.18730/JSDKZ,G15980,MEX,24.32,-104.03,0,0.0001788333
10.18730/JSHTJ,G15822,MEX,29.79,-110.22,0,0.0003360398
10.18730/JNQNZ,G15640,MEX,19.57,-99.77,0,0.00067037606
10.18730/JKW7G,G15499,MEX,18.54,-97.59,0,0.00041938695
10.18730/JKW4D,G15496,MEX,19.5,-100.49,0,0.00013037337
10.18730/S0YE*,G15421A,MEX,18.35,-100.22,0,0.0008728789
10.18730/JKVZ8,G15422,MEX,17.22,-96.83,0,0.00016465751
10.18730/JPZA5,G14962,MEX,20.03,-103.55,0,0.00023637955
10.18730/JNMK7,G14859,MEX,20.03,-97.1,0,0.017961238
10.18730/JNQMY,G14875,MEX,18.83,-99.68,0,0.00022062361
10.18730/JNMTE,G14861,MEX,19.8,-97.29,1,0.99605185
10.18730/JH62$,G14504,MEX,19.8,-102.7,0,0.00011899737
10.18730/K08RE,G1449,MEX,28.98,-109.4,0,0.0004557558
10.18730/K08MA,G1440,MEX,16.87,-93.22,0,0.00046451206
10.18730/JRDA$,G14381,MEX,22.65,-103.0,0,0.00025906067
10.18730/JRA02,G14378,MEX,23.87,-100.77,0,0.0006170166
10.18730/JMHR2,G14185,MEX,19.97,-101.15,0,0.00020125137
10.18730/JMG6T,G14182,MEX,21.3,-100.97,0,0.00011749269
10.18730/JNHZ$,G13875,MEX,20.43,-103.93,0,0.00027603653
10.18730/S15AY,G13866A,MEX,19.15,-98.4,0,0.0002956173
10.18730/JR73M,G13867,MEX,18.97,-98.43,0,0.00020124983
10.18730/JR9HR,G13868,MEX,22.62,-101.69,0,0.00022092315
10.18730/JRDH4,G13746,MEX,23.33,-102.97,0,0.00028006354
10.18730/JRD5X,G13736,MEX,15.56,-92.26,0,0.0039589503
10.18730/JRCXN,G13730,MEX,16.67,-92.64,0,0.095622204
10.18730/JRCSH,G13727,MEX,19.87,-100.82,0,0.00024435975
10.18730/JRC3*,G13717,MEX,18.17,-98.06,0,0.00050213013
10.18730/JRBQM,G13712,MEX,19.78,-97.55,1,0.96652067
10.18730/JRBFC,G13692,MEX,19.72,-101.18,0,0.00011640684
10.18730/JRB74,G13684,MEX,19.98,-97.6,1,0.99899143
10.18730/JRAZ~,G13685,MEX,19.92,-97.63,1,0.9906014
10.18730/JRBA7,G13686,MEX,19.82,-97.65,0,0.08068717
10.18730/JRBB8,G13687,MEX,19.84,-97.64,1,0.8965782
10.18730/JRB52,G13682,MEX,19.8,-97.55,1,0.9842085
10.18730/JRACE,G13677,MEX,18.39,-97.27,0,0.0003850385
10.18730/JRAKN,G13678,MEX,18.13,-95.3,0,0.0009705608
10.18730/JRB0$,G13681,MEX,19.87,-97.48,1,0.9951199
10.18730/JRAHK,G13675,MEX,22.4,-101.15,0,0.00018973714
10.18730/JRADF,G13671,MEX,23.36,-100.78,0,0.0004260941
10.18730/JRABD,G13670,MEX,23.24,-100.82,0,0.0002742062
10.18730/JRAAC,G13669,MEX,23.47,-100.71,0,0.0004903395
10.18730/JR9XU,G13665,MEX,23.78,-100.57,0,0.00050253904
10.18730/JRA57,G13666,MEX,22.4,-101.17,0,0.00023622994
10.18730/JRA9B,G13668,MEX,23.47,-100.63,0,0.00034737278
10.18730/JR9Z1,G13660,MEX,23.97,-100.7,0,0.0005851349
10.18730/JR9W=,G13656,MEX,23.87,-100.69,0,0.00033617293
10.18730/JR9NW,G13649,MEX,22.39,-101.3,0,0.00018485295
10.18730/JR9RZ,G13652,MEX,23.01,-101.1,0,0.00017286553
10.18730/JR9BJ,G13642,MEX,22.76,-101.07,0,0.00050024095
10.18730/JR8S0,G13635,MEX,16.98,-96.27,0,0.0009160689
10.18730/JR8DS,G13625,MEX,17.55,-98.59,0,0.00026965703
10.18730/JR7T6,G13620,MEX,17.81,-97.69,0,0.00014860279
10.18730/S2N02,G13618A,MEX,18.91,-97.75,0,0.00033360109
10.18730/JR7H$,G13619,MEX,17.67,-97.7,0,0.00028090214
10.18730/JR7KU,G13613,MEX,20.13,-101.2,0,0.00013585888
10.18730/JR72K,G13610,MEX,17.67,-97.55,0,9.738007e-05
10.18730/JR79T,G13609,MEX,18.6,-98.48,0,0.0004912915
10.18730/JR6TB,G13607,MEX,18.95,-98.43,0,0.00020241874
10.18730/JNE2M,G13566,MEX,20.54,-103.19,0,0.0003417722
10.18730/K06FF,G1355,MEX,16.74,-93.72,0,0.00012595585
10.18730/JNMXH,G13517,MEX,20.54,-104.78,0,0.0012700774
10.18730/K06DD,G1333,MEX,20.67,-100.39,0,0.00022198501
10.18730/JS3YJ,G13181,MEX,23.03,-104.1,0,0.00031611818
10.18730/JS3TE,G13177,MEX,26.25,-105.5,0,0.00054313
10.18730/JS3VF,G13178,MEX,23.22,-103.1,0,0.00032307807
10.18730/JS3QB,G13179,MEX,23.34,-103.14,0,0.00023734273
10.18730/JM2V6,G13030,MEX,19.47,-103.35,0,0.00017049634
10.18730/JM2T5,G13029,MEX,19.73,-103.12,0,0.00013458778
10.18730/JM2W7,G13026,MEX,19.7,-103.47,0,0.00015688315
10.18730/JM2X8,G13027,MEX,21.1,-104.6,0,0.00037128455
10.18730/JKVQ0,G13016,MEX,18.4,-99.77,0,0.00041693545
10.18730/JNH7A,G12988,MEX,20.08,-104.37,0,0.00029452352
10.18730/JNGZ2,G12986,MEX,21.68,-103.1,0,0.00043552028
10.18730/K3DVY,G12964,MEX,21.02,-102.25,0,0.0001816587
10.18730/PMDG*,G12945,MEX,20.7,-102.35,0,0.000120991936
10.18730/JNE0J,G12913,MEX,20.62,-101.72,0,0.00017179434
10.18730/JNDQ9,G12891,MEX,20.7,-102.32,0,0.00013098658
10.18730/JNDH3,G12888,MEX,20.33,-102.22,0,0.00014295802
10.18730/JHBV$,G12884,MEX,20.53,-104.82,0,0.002176836
10.18730/PGEG1,G12881,MEX,18.51,-99.89,0,0.0003875827
10.18730/PGEH2,G12882,MEX,18.28,-100.15,0,0.0002154057
10.18730/JMK16,G12883,MEX,19.47,-100.9,0,0.0004083159
10.18730/S2J3M,G12879C,MEX,18.35,-99.98,0,0.00025099335
10.18730/JMJZ4,G12878,MEX,18.35,-99.77,0,0.0003657113
10.18730/PG5QG,G12876,MEX,17.67,-96.65,0,0.00081405404
10.18730/S677Z,G12873C,MEX,19.0,-99.25,0,0.0013234611
10.18730/JHBRZ,G12871,MEX,17.83,-96.63,0,0.0016286713
10.18730/PGEB~,G12870,MEX,23.38,-105.93,0,0.0018498016
10.18730/PGEA*,G12869,MEX,19.42,-102.58,0,0.00016160466
10.18730/PGE9Z,G12867,MEX,21.08,-104.5,0,0.00038963617
10.18730/JHADS,G12868,MEX,21.33,-104.58,0,0.0014416305
10.18730/JHA6J,G12865,MEX,19.33,-103.25,0,0.0007368796
10.18730/JHA9N,G12864,MEX,19.47,-103.58,0,0.0007305719
10.18730/S0YCY,G12863A,MEX,20.78,-104.18,0,0.0002245949
10.18730/PGD1W,G12862,MEX,19.95,-103.0,0,0.00035288342
10.18730/JHA1D,G12860,MEX,23.88,-104.27,0,0.00017703863
10.18730/JQB1A,G12741,MEX,20.72,-102.4,0,0.00033456777
10.18730/K04MY,G1268,MEX,24.17,-110.33,0,0.0003909628
10.18730/K02VA,G1224,MEX,18.45,-95.22,0,0.011416821
10.18730/S2K5H,G12202A,MEX,19.36,-97.15,1,0.99472505
10.18730/JQ1C$,G11445,MEX,19.34,-97.27,0,0.0016761082
10.18730/JQ0A0,G11411,MEX,20.29,-102.64,0,0.00042987568
10.18730/JQ01W,G11402,MEX,19.96,-102.32,0,0.0001966771
10.18730/JZ4A*,G114,MEX,19.77,-101.75,0,0.00032568973
10.18730/JPZE9,G11380,MEX,20.43,-103.68,0,0.00028438668
10.18730/JPS6Z,G11295,MEX,20.9,-101.42,0,0.00038835924
10.18730/JPCH~,G11122,MEX,20.19,-90.27,0,0.000884528
10.18730/JQ5CE,G11125,MEX,24.47,-104.6,0,0.00022479863
10.18730/JPE5B,G11124,MEX,20.22,-90.25,0,0.000529946
10.18730/JPDGV,G11123,MEX,20.17,-90.24,0,0.00044055816
10.18730/JQ5DF,G11115,MEX,19.4,-103.4,0,0.0002165457
10.18730/JPC0G,G11118,MEX,20.24,-89.94,0,0.00081046345
10.18730/JPBK3,G11106,MEX,19.35,-89.79,0,0.0053365063
10.18730/JPBVB,G11109,MEX,19.96,-90.25,0,0.000772899
10.18730/JPAWH,G11100,MEX,19.41,-89.69,0,0.0058678994
10.18730/JPAPB,G11094,MEX,20.3,-104.7,0,0.0024334479
10.18730/JPAG5,G11086,MEX,20.58,-104.75,0,0.0060022385
10.18730/JPA6*,G11069,MEX,20.32,-104.56,0,0.0021125246
10.18730/JPA3X,G11062,MEX,20.22,-104.47,0,0.004001251
10.18730/JPAAU,G11059,MEX,20.17,-104.29,0,0.0006075821
10.18730/S2KFV,G11056A,MEX,20.57,-104.77,0,0.0021705984
10.18730/JP9WP,G11053,MEX,20.85,-103.27,0,0.00022302092
10.18730/JPA0T,G11052,MEX,20.8,-103.4,0,0.00024466257
10.18730/JP9XQ,G11051,MEX,20.77,-103.4,0,0.00019357237
10.18730/S13F8,G11050A,MEX,19.68,-101.27,0,0.0001590679
10.18730/JP9KD,G11048,MEX,19.86,-102.14,0,0.0002447363
10.18730/JP9C6,G11042,MEX,21.2,-105.14,0,0.00055158575
10.18730/JP90Z,G11033,MEX,23.95,-104.28,0,0.00024831318
10.18730/JP8XW,G11034,MEX,23.62,-105.83,0,0.016142601
10.18730/JP95U,G11035,MEX,24.79,-107.14,0,0.0003502118
10.18730/S42ED,G11030A,MEX,24.48,-104.32,0,0.00028152496
10.18730/JP8CB,G11031,MEX,24.5,-104.27,0,0.00047991896
10.18730/PGDZN,G11032,MEX,24.45,-104.23,0,0.00044757838
10.18730/S2KET,G11027E,MEX,24.37,-104.47,0,0.000164913
10.18730/JP854,G11028,MEX,24.47,-104.58,0,0.00034356915
10.18730/PMPS~,G11029,MEX,24.57,-104.6,0,0.00036390653
10.18730/JP898,G11026,MEX,24.33,-104.47,0,0.00019746706
10.18730/JP7W*,G11024,MEX,24.32,-104.45,0,0.00018360889
10.18730/JP843,G11023,MEX,23.52,-104.44,0,0.00028042906
10.18730/JP7DH,G11010,MEX,23.46,-104.42,0,0.00038611348
10.18730/JP76A,G11003,MEX,23.5,-104.42,0,0.00036283178
10.18730/JP79D,G10996,MEX,23.15,-103.74,0,0.00056564005
10.18730/PMPT$,G10999,MEX,24.43,-104.17,0,0.00023975565
10.18730/JP759,G10991,MEX,23.42,-103.95,0,0.00033487284
10.18730/JP6T=,G10987,MEX,23.21,-103.81,0,0.0003017434
10.18730/JP6BM,G10980,MEX,23.25,-103.65,0,0.00027609788
10.18730/JP6Q*,G10979,MEX,23.2,-103.39,0,0.00023481857
10.18730/JP6NY,G10977,MEX,23.17,-103.27,0,0.00018947969
10.18730/JP6HT,G10972,MEX,23.27,-103.36,0,0.00038473215
10.18730/JP5T3,G10961,MEX,23.29,-103.3,0,0.00023131802
10.18730/JP68H,G10963,MEX,23.22,-103.27,0,0.0002546728
10.18730/JP63C,G10958,MEX,23.31,-103.28,0,0.00018544364
10.18730/JP5N=,G10953,MEX,23.39,-103.21,0,0.00021631643
10.18730/JP5V4,G10956,MEX,23.39,-103.3,0,0.0001848406
10.18730/JP5PU,G10948,MEX,23.19,-103.09,0,0.00031653407
10.18730/S1W1H,G10944A,MEX,23.17,-103.05,0,0.000227112
10.18730/JZYY~,G1042,MEX,25.0,-107.58,0,0.00033239793
10.18730/JHPPB,G10023,MEX,23.7,-104.43,0,0.00027565207
10.18730/JRH59,G10022,MEX,24.17,-104.68,0,0.0002227693
10.18730/PGDVH,G10019,MEX,19.47,-100.48,0,0.000118089556
10.18730/S10EP,G10018A,MEX,19.68,-100.92,0,0.0024818033
10.18730/PGDK9,G10001,MEX,18.37,-100.02,0,0.0006825936
10.18730/K54N8,G52589,MEX,17.03,-96.67,0,0.00014829959
10.18730/K54M7,G52588,MEX,16.74,-92.67,0,0.04288998
10.18730/K4JEH,G2726,MEX,18.6,-97.55,0,0.00030374128
10.18730/K4VFA,G52254,MEX,19.42,-100.28,0,0.0006940673
10.18730/K4A06,G51766,MEX,20.97,-98.16,0,0.026178218
10.18730/PE3YM,G51798,MEX,19.25,-96.95,1,0.9737718
10.18730/K38E5,G9873,ECU,-2.17,-79.97,0,0.013410806
10.18730/K37XS,G9854,ECU,-0.22,-78.5,1,0.8125457
10.18730/K37VQ,G9852,ECU,0.35,-78.1,0,0.015943673
10.18730/JZWQU,G948,ECU,-2.54,-78.94,0,0.005843608
10.18730/JZWDT,G947,ECU,-3.32,-79.81,0,0.003133197
10.18730/JZWM~,G945,ECU,-3.6,-79.89,0,0.0017263308
10.18730/JZWHY,G942,ECU,-2.93,-78.02,0,0.0057219444
10.18730/K31TF,G9175,ECU,-3.27,-79.98,0,0.010937689
10.18730/K2EFS,G7912,ECU,-3.99,-79.37,0,0.0054681282
10.18730/K2D0F,G7854,ECU,-1.42,-78.17,1,0.9915302
10.18730/K2D1G,G7855,ECU,-4.22,-79.25,0,0.0013509021
10.18730/K2CBZ,G7817,ECU,0.24,-78.27,0,0.0018313176
10.18730/K2B3W,G7774,ECU,0.47,-77.99,0,0.007606331
10.18730/K2B4X,G7775,ECU,0.35,-78.22,0,0.003969411
10.18730/JH9CX,G7776,ECU,-1.48,-77.98,1,0.8578426
10.18730/K3ECA,G7773,ECU,-4.25,-79.45,0,0.066791385
10.18730/K2B0S,G7770,ECU,-0.03,-78.45,0,0.0011967273
10.18730/JFKC3,G7084,ECU,-4.07,-80.18,0,0.0016481127
10.18730/JFKD4,G7085,ECU,-3.37,-78.62,0,0.037921906
10.18730/K3CKV,G7086,ECU,-3.27,-79.32,0,0.004253074
10.18730/JFP2F,G6977,ECU,-3.69,-79.62,0,0.002161967
10.18730/JFYTU,G6450,ECU,0.39,-78.2,0,0.0047354093
10.18730/JFZW~,G6421,ECU,-0.05,-78.46,0,0.0021722016
10.18730/JG022,G6407,ECU,-3.49,-79.34,0,0.00095951324
10.18730/JG011,G6406,ECU,-1.99,-78.96,1,0.7189502
10.18730/JFZY=,G6403,ECU,0.37,-78.15,0,0.0077785966
10.18730/JG000,G6405,ECU,-3.6,-79.3,0,0.0022984191
10.18730/JGGD7,G5686,ECU,-4.07,-78.97,0,0.026592521
10.18730/JPX05,G5241,ECU,0.37,-78.25,0,0.018432159
10.18730/S1NFX,G51383A,ECU,-1.97,-78.93,0,0.004206117
10.18730/K16D1,G2571,ECU,-3.41,-78.56,0,0.021597613
10.18730/K16C0,G2570,ECU,-3.97,-79.24,0,0.11526327
10.18730/K169$,G2567,ECU,-3.6,-79.22,0,0.0019619574
10.18730/K16PA,G2564,ECU,-4.87,-79.15,0,0.029177057
10.18730/K16E2,G2563,ECU,-4.26,-79.23,0,0.0011769488
10.18730/S6SDN,G2557A,ECU,-2.74,-78.83,0,0.0036207908
10.18730/S3MSM,G23580C,ECU,-3.2,-79.18,0,0.0042904643
10.18730/JVK61,G22249,ECU,-1.02,-79.47,0,0.0126709845
10.18730/PJ2G0,G22156,ECU,-4.42,-79.74,0,0.002446065
10.18730/S66F7,G18793B,ECU,-2.73,-78.89,0,0.0009872791
10.18730/JPMAQ,G17241,ECU,-4.19,-80.11,0,0.0010244816
10.18730/JPMBR,G17233,ECU,-4.24,-79.22,0,0.0032970433
10.18730/JPM3G,G17230,ECU,-4.05,-79.65,0,0.0012725876
10.18730/JPM2F,G17229,ECU,-4.36,-79.18,0,0.012868654
10.18730/JPMCS,G17228,ECU,-4.6,-79.48,0,0.00067044224
10.18730/S1WJ$,G17227A,ECU,-4.25,-79.49,0,0.0026324652
10.18730/JPKT7,G17217,ECU,-3.85,-79.42,0,0.004372816
10.18730/S431*,G17213D,ECU,-4.32,-79.56,0,0.002152994
10.18730/JPKR5,G17212,ECU,-3.97,-79.69,0,0.0012329785
10.18730/JPKN2,G17210,ECU,-4.0,-79.2,0,0.22098997
10.18730/S5H4V,G17203A,ECU,-4.14,-79.44,0,0.0007087698
10.18730/JPKM1,G17197,ECU,-4.59,-79.42,0,0.0028115083
10.18730/JPKK0,G17196,ECU,-4.56,-79.47,0,0.0001564116
10.18730/JPKJU,G17195,ECU,-4.15,-79.61,0,0.0025726391
10.18730/S1WFZ,G17191C,ECU,-4.39,-79.94,0,0.00047927757
10.18730/PEPQX,G17187,ECU,-4.14,-80.21,0,0.0010919574
10.18730/JPKAW,G17188,ECU,-4.35,-79.99,0,0.00086993375
10.18730/S4SHC,G17183A,ECU,-4.09,-80.06,0,0.002979929
10.18730/JPK3N,G17173,ECU,-4.22,-79.52,0,0.004943227
10.18730/JPK5Q,G17175,ECU,-4.07,-79.67,0,0.0027017826
10.18730/JPJZH,G17156,ECU,-3.75,-79.27,0,0.06600705
10.18730/S2KRU,G17147A,ECU,-4.15,-80.0,0,0.0020517656
10.18730/JQD76,G17070,ECU,0.8,-77.71,1,0.9862732
10.18730/JH9M0,G16346,ECU,0.64,-77.94,1,0.99367744
10.18730/JSM2G,G15833,ECU,-4.64,-79.47,0,0.0029694862
10.18730/JJPR1,G14719,ECU,-2.29,-78.99,1,0.5840812
10.18730/JHQQ7,G14659,ECU,-3.94,-79.43,0,0.0007735445
10.18730/JPJF1,G14252,ECU,-4.05,-79.89,0,0.037252713
10.18730/JPHD4,G14251,ECU,0.64,-77.84,1,0.98393166
10.18730/JPH8U,G14246,ECU,-1.31,-78.51,0,0.015433281
10.18730/JPHB2,G14248,ECU,-1.67,-78.62,0,0.0007179849
10.18730/K06KK,G1341,ECU,-3.56,-80.22,0,0.0028186454
10.18730/JM85W,G12502,ECU,-4.04,-79.2,1,0.6612394
10.18730/JM7XM,G12476,ECU,-4.11,-79.95,0,0.0031847504
10.18730/JRG7G,G12469,ECU,-4.31,-79.4,0,0.00086499675
10.18730/JRG4D,G12465,ECU,-4.2,-80.03,0,0.0006777689
10.18730/JRFQ0,G12462,ECU,-4.04,-79.22,1,0.742345
10.18730/JM7PD,G12444,ECU,-3.94,-79.24,0,0.0152311325
10.18730/JRFN=,G12440,ECU,0.45,-78.02,0,0.009566613
10.18730/JM73Z,G12438,ECU,-2.34,-79.64,0,0.013120327
10.18730/K3JH*,G12412,ECU,-2.53,-78.92,0,0.0026377134
10.18730/JREN3,G12408,ECU,0.37,-78.1,0,0.010013344
10.18730/JM76$,G12399,ECU,0.41,-78.26,0,0.018453557
10.18730/JHQR8,G12396,ECU,-4.07,-79.3,0,0.0015870845
10.18730/JM5RS,G12321,ECU,0.17,-78.41,0,0.093821846
10.18730/S404D,G12283A,ECU,0.32,-78.2,0,0.0050043287
10.18730/JM4EM,G12263,ECU,0.35,-78.15,0,0.010979551
10.18730/JM3SU,G12236,ECU,-0.05,-78.34,0,0.0044151302
10.18730/JM3FT,G12233,ECU,-0.17,-78.36,0,0.0064440984
10.18730/JRE6S,G12234,ECU,0.4,-77.94,0,0.0046546063
10.18730/JPXDJ,G11568,ECU,-2.46,-78.17,0,0.020540006
10.18730/JPXBG,G11565,ECU,0.55,-78.05,0,0.007866585
10.18730/JPX5A,G11558,ECU,-2.32,-78.12,0,0.020969013
10.18730/JPX49,G11556,ECU,-4.66,-79.14,0,0.042484805
10.18730/JPXAF,G11557,ECU,-2.79,-78.76,0,0.021419087
10.18730/JPX16,G11553,ECU,-3.07,-78.49,0,0.0111179175
10.18730/JPWP*,G11543,ECU,-3.68,-79.67,0,0.0032871298
10.18730/JPWS=,G11546,ECU,-2.21,-78.85,0,0.0013923323
10.18730/JPWNZ,G11542,ECU,-0.05,-78.27,0,0.024837691
10.18730/JPRQG,G11514,ECU,-3.7,-79.59,0,0.0017298722
10.18730/K37GC,G9837,BOL,-17.7,-65.15,0,0.00059985335
10.18730/K30VN,G9071,BOL,-17.38,-66.18,0,0.0005835802
10.18730/S2WTY,G50933D,BOL,-21.4,-64.7,0,0.0005198504
10.18730/JXEXS,G50606,BOL,-20.66,-65.2,0,0.0024378886
10.18730/JXEYT,G50471,BOL,-20.64,-65.2,0,0.0021834082
10.18730/JXE2=,G50462,BOL,-20.71,-65.22,0,0.0015036415
10.18730/PG0H=,G50460,BOL,-17.87,-65.37,0,0.00017115375
10.18730/JH0ZK,G4838,BOL,-15.51,-68.35,1,0.9218915
10.18730/K25T7,G3805,BOL,-11.25,-68.69,0,0.009786611
10.18730/JXE84,G24534,BOL,-21.54,-64.83,0,0.0002621601
10.18730/S6HZ5,G23869I,BOL,-21.47,-64.67,0,0.00047845274
10.18730/JXDWX,G23853,BOL,-18.12,-65.15,0,0.00031219973
10.18730/JXDTV,G23854,BOL,-19.29,-64.34,0,0.00093271997
10.18730/PHTN8,G23733,BOL,-18.4,-65.17,0,0.00019270006
10.18730/PHTQA,G23731,BOL,-18.13,-65.5,0,0.0002999659
10.18730/PF7A5,G23622,BOL,-17.76,-65.85,0,0.00024211117
10.18730/PHVYC,G23621,BOL,-17.94,-65.35,0,0.00051568873
10.18730/PHW1F,G23618,BOL,-16.73,-67.06,0,0.023380905
10.18730/PHVZD,G23620,BOL,-18.21,-65.18,0,0.0003005711
10.18730/JXDRS,G23607,BOL,-18.92,-65.12,0,0.00042834584
10.18730/S1DG~,G23447C,BOL,-21.55,-64.87,0,0.0007519932
10.18730/S1DF*,G23445C,BOL,-21.53,-64.87,0,0.00086536806
10.18730/JXDKM,G23443,BOL,-19.2,-64.6,0,0.0001382761
10.18730/JXDDE,G23444,BOL,-19.3,-64.32,0,0.00075826526
10.18730/S6HKY,G23442A,BOL,-17.78,-65.17,0,0.000103428254
10.18730/JT8XH,G18082,BOL,-15.69,-68.75,0,0.00033725123
10.18730/JRXJU,G12734,BOL,-18.13,-63.94,0,0.0045252
10.18730/JZ4M5,G108,BOL,-17.4,-66.15,0,0.0005390507
10.18730/K4KHF,G51971,BOL,-21.42,-64.27,0,0.0037359528
10.18730/K4SX$,G52216,BOL,-16.84,-67.21,0,0.02390919
10.18730/K4SV*,G52214,BOL,-16.18,-67.73,0,0.006122883
10.18730/PH58T,G51967,BOL,-21.53,-64.75,0,0.000801493
10.18730/K4KB9,G51964,BOL,-19.38,-64.45,0,0.00044952473
10.18730/K4KDB,G51966,BOL,-21.5,-64.15,0,0.0015116732
10.18730/K4KCA,G51965,BOL,-19.53,-64.45,0,0.00042056557
10.18730/PQ253,G973,PAK,34.02,71.55,0,0.00059215236
10.18730/S5F51,G18857A,PAK,34.09,73.5,0,0.0013639352
10.18730/PPZ9P,G1462,PAK,35.93,74.34,0,0.025771871
10.18730/PQ05D,G1390,PAK,33.6,73.07,0,0.0010387057
10.18730/JZZ1U,G1048,PAK,36.29,72.52,0,0.018484853
10.18730/PQ1NR,G1046,PAK,33.37,70.55,0,0.0003628857
10.18730/PQ1PS,G1045,PAK,33.53,71.07,0,0.00036949135
10.18730/JZWN$,G964,KEN,-1.28,36.82,1,0.8378184
10.18730/S398N,G19252B,KEN,-1.32,36.8,1,0.8868478
10.18730/JHFM7,G9623,COD,-2.92,27.93,0,0.043067124
10.18730/JXT9K,G50338,COD,-1.46,28.89,1,0.9960549
10.18730/JXHDZ,G50339,COD,-0.05,29.4,1,0.9938426
10.18730/JX9YE,G50308,COD,0.43,29.38,1,0.8742047
10.18730/JXABV,G50307,COD,-0.22,29.15,1,0.99765694
10.18730/JH14R,G4843,COD,0.79,24.4,0,0.14861773
10.18730/JXAAT,G24266,COD,-0.55,29.15,0,0.11160982
10.18730/JW8AB,G22650,COD,0.37,29.3,1,0.9280101
10.18730/JW89A,G22649,COD,-0.12,29.38,1,0.9976719
10.18730/JW867,G22645,COD,-0.13,29.27,1,0.9967648
10.18730/JW856,G22644,COD,-0.1,29.27,1,0.99656963
10.18730/JW7X=,G22634,COD,-0.4,29.1,1,0.9931085
10.18730/JW7W$,G22633,COD,-0.74,29.09,1,0.9019072
10.18730/JW7SZ,G22630,COD,-0.67,29.16,1,0.74212986
10.18730/JW7KS,G22624,COD,-1.25,29.5,1,0.99114674
10.18730/JW7FN,G22620,COD,-1.05,28.99,1,0.96842605
10.18730/JW7BH,G22616,COD,-1.4,29.27,1,0.9926893
10.18730/JW7AG,G22615,COD,-1.41,29.02,1,0.9953413
10.18730/JW7EM,G22611,COD,-1.37,28.95,1,0.9966768
