DOI,ACCENUMB,CURATION,GENUS,SPECIES,GRIN_NAME,SAMPSTAT,ACQDATE,ORIGCTY,COLLSITE,DECLATITUDE,DECLONGITUDE,ELEVATION,COLLDATE
10.18730/K383Z,G9861,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19770601,MEX,MEXICO D.F. - MEXICO D.F. - MEXICO,19.4,-99.15,2530.0,19770601.0
10.18730/K384*,G9862,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19770601,MEX,MEXICO D.F. - MEXICO D.F. - MEXICO,19.4,-99.15,2530.0,19770601.0
10.18730/K385~,G9863,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19770601,MEX,MEXICO D.F. - MEXICO D.F. - MEXICO,19.4,-99.15,2530.0,19770601.0
10.18730/K411F,G985A,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,MEX,COMITÁN DE DOMÍNGUEZ - COMITAN DE DOMINGUEZ - CHIAPAS,16.27,-92.13,1660.0,19700901.0
10.18730/JZXS~,G986,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,MEX,COMITÁN DE DOMÍNGUEZ - COMITAN DE DOMINGUEZ - CHIAPAS,16.27,-92.13,1660.0,19700901.0
10.18730/K382Y,G9860,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19770601,MEX,MEXICO D.F. - MEXICO D.F. - MEXICO,19.4,-99.15,2530.0,19770601.0
10.18730/K380W,G9857,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19770601,ECU,GUAYAQUIL - GUAYAQUIL - GUAYAS,-2.17,-79.97,,19770601.0
10.18730/K381X,G9859,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19770601,MEX,MEXICO D.F. - MEXICO D.F. - MEXICO,19.4,-99.15,2530.0,19770601.0
10.18730/K37WR,G9853,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19770601,ECU,GUAYAQUIL - GUAYAQUIL - GUAYAS,-2.17,-79.97,,19770601.0
10.18730/K37XS,G9854,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19770601,ECU,QUITO - QUITO - PICHINCHA,-0.22,-78.5,2800.0,19770601.0
10.18730/K37YT,G9855,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19770601,ECU,QUITO - QUITO - PICHINCHA,-0.22,-78.5,2800.0,19770601.0
10.18730/K37ZV,G9856,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19770601,ECU,GUAYAQUIL - GUAYAQUIL - GUAYAS,-2.17,-79.97,,19770601.0
10.18730/K37VQ,G9852,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19770601,ECU,IBARRA - IBARRA - IMBABURA,0.35,-78.1,2200.0,19770601.0
10.18730/S2EBB,G9851B,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19770601,ECU,IBARRA - IBARRA - IMBABURA,0.35,-78.1,2200.0,19770601.0
10.18730/S5C4F,G9851A,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19770601,ECU,IBARRA - IBARRA - IMBABURA,0.35,-78.1,2200.0,19770601.0
10.18730/K37TP,G9850,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19770601,ECU,IBARRA - IBARRA - IMBABURA,0.35,-78.1,2200.0,19770601.0
10.18730/PEB5X,G9851,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19770601,ECU,IBARRA - IBARRA - IMBABURA,0.35,-78.1,2200.0,19770601.0
10.18730/S4M2P,G9847C,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19770601,ECU,IBARRA - IBARRA - IMBABURA,0.35,-78.1,2200.0,19770601.0
10.18730/K37RM,G9848,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19770601,ECU,IBARRA - IBARRA - IMBABURA,0.35,-78.1,2200.0,19770601.0
10.18730/K37SN,G9849,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19770601,ECU,IBARRA - IBARRA - IMBABURA,0.35,-78.1,2200.0,19770601.0
10.18730/JZXR*,G985,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,MEX,COMITÁN DE DOMÍNGUEZ - COMITAN DE DOMINGUEZ - CHIAPAS,16.27,-92.13,1660.0,19700901.0
10.18730/S2EAA,G9847A,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19770601,ECU,IBARRA - IBARRA - IMBABURA,0.35,-78.1,2200.0,19770601.0
10.18730/S6TKP,G9847B,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19770601,ECU,IBARRA - IBARRA - IMBABURA,0.35,-78.1,2200.0,19770601.0
10.18730/K37PJ,G9844,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19770601,ECU,IBARRA - IBARRA - IMBABURA,0.35,-78.1,2200.0,19770601.0
10.18730/K37QK,G9845,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19770601,ECU,IBARRA - IBARRA - IMBABURA,0.35,-78.1,2200.0,19770601.0
10.18730/JNM4X,G9846,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19770601,ECU,IBARRA - IBARRA - IMBABURA,0.35,-78.1,2200.0,19770601.0
10.18730/PEB4W,G9847,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19770601,ECU,IBARRA - IBARRA - IMBABURA,0.35,-78.1,2200.0,19770601.0
10.18730/K3Q3Y,G9842,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19770601,ECU,IBARRA - IBARRA - IMBABURA,0.35,-78.1,2200.0,19770601.0
10.18730/K37NH,G9843,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19770601,ECU,IBARRA - IBARRA - IMBABURA,0.35,-78.1,2200.0,19770601.0
10.18730/K37MG,G9841,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19770601,ECU,IBARRA - IBARRA - IMBABURA,0.35,-78.1,2200.0,19770601.0
10.18730/K37KF,G9840,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19770601,ECU,IBARRA - IBARRA - IMBABURA,0.35,-78.1,2200.0,19770601.0
10.18730/K37JE,G9839,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19770601,ECU,IBARRA - IBARRA - IMBABURA,0.35,-78.1,2200.0,19770601.0
10.18730/JZXQZ,G984,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,MEX,COMITÁN DE DOMÍNGUEZ - COMITAN DE DOMINGUEZ - CHIAPAS,16.27,-92.13,1660.0,19700901.0
10.18730/K37GC,G9837,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19770601,BOL,TOTORA - MIZQUE - COCHABAMBA,-17.7,-65.15,,19770601.0
10.18730/K37HD,G9838,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19770601,BOL,TOTORA - MIZQUE - COCHABAMBA,-17.7,-65.15,,19770601.0
10.18730/K37FB,G9836,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19770601,BOL,TOTORA - MIZQUE - COCHABAMBA,-17.7,-65.15,,19770601.0
10.18730/K3GJ6,G9830,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19770601,MEX,"CERRO DE VARAGAS, NEAR STATE LINE GTO.-MICH. - PENJAMO - GUANAJUATO",20.35,-101.97,,19770601.0
10.18730/JZXFQ,G983,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,MEX,COMITÁN DE DOMÍNGUEZ - COMITAN DE DOMINGUEZ - CHIAPAS,16.27,-92.13,1660.0,19700901.0
10.18730/JNX2K,G9828,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19781001,MEX,NOCHISTLAN - NOCHISTLAN - ZACATECAS,21.35,-102.81,,19781001.0
10.18730/JNX3M,G9829,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19781001,MEX,ZAPOTLANEJO - JUANACATLAN - JALISCO,20.46,-103.17,,19781001.0
10.18730/JNX1J,G9827,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19781001,MEX,NOCHISTLAN - NOCHISTLAN - ZACATECAS,21.35,-102.81,,19781001.0
10.18730/JNWB~,G9823,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19781001,MEX,MEXTICACAN - MEXTICACAN - JALISCO,21.26,-102.77,,19781001.0
10.18730/JNWXE,G9824,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19781001,MEX,MEXTICACAN - MEXTICACAN - JALISCO,21.26,-102.77,,19781001.0
10.18730/PEB3V,G9825,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19770601,MEX,NOCHISTLAN - NOCHISTLAN - ZACATECAS,21.35,-102.81,,19770601.0
10.18730/S35VQ,G9825A,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19770601,MEX,NOCHISTLAN - NOCHISTLAN - ZACATECAS,21.35,-102.81,,19770601.0
10.18730/JNX0H,G9826,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19781001,MEX,NOCHISTLAN - NOCHISTLAN - ZACATECAS,21.35,-102.81,,19781001.0
10.18730/S5C3E,G9820A,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19770601,MEX,YAHUALICA - YAHUALICA - JALISCO,21.19,-102.9,1880.0,19770601.0
10.18730/JNWC$,G9821,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19781001,MEX,YAHUALICA - YAHUALICA - JALISCO,21.19,-102.9,1880.0,19781001.0
10.18730/PEB2T,G9822,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19781001,MEX,YAHUALICA - YAHUALICA - JALISCO,21.19,-102.9,1880.0,19781001.0
10.18730/S4298,G9822A,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19781001,MEX,YAHUALICA - YAHUALICA - JALISCO,21.19,-102.9,1880.0,19781001.0
10.18730/JNVQD,G9818,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19781001,MEX,TEOCALTICHE - TEOCALTICHE - JALISCO,21.46,-102.59,,19781001.0
10.18730/K37B7,G9819,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19770601,MEX,BELEN DEL REFUGIO - TEOCALTICHE - JALISCO,21.53,-102.43,,19770601.0
10.18730/JZX6E,G982,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,MEX,COMITÁN DE DOMÍNGUEZ - COMITAN DE DOMINGUEZ - CHIAPAS,16.27,-92.13,1660.0,19700901.0
10.18730/PEB1S,G9820,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19770601,MEX,YAHUALICA - YAHUALICA - JALISCO,21.19,-102.9,1880.0,19770601.0
10.18730/JNVD3,G9814,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19781001,MEX,TEOCALTICHE - TEOCALTICHE - JALISCO,21.46,-102.59,,19781001.0
10.18730/JNW4T,G9815,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19781001,MEX,TEOCALTICHE - TEOCALTICHE - JALISCO,21.46,-102.59,,19781001.0
10.18730/JNW9Z,G9816,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19781001,MEX,TEOCALTICHE - TEOCALTICHE - JALISCO,21.46,-102.59,,19781001.0
10.18730/JNWA*,G9817,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19781001,MEX,TEOCALTICHE - TEOCALTICHE - JALISCO,21.46,-102.59,,19781001.0
10.18730/JNVVH,G9812,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19781001,MEX,LAGOS DE MORENO - LAGOS DE MORENO - JALISCO,21.37,-101.92,1880.0,19781001.0
10.18730/JNVZN,G9813,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19781001,MEX,TEOCALTICHE - TEOCALTICHE - JALISCO,21.46,-102.59,,19781001.0
10.18730/JZXPY,G981,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,MEX,COMITÁN DE DOMÍNGUEZ - COMITAN DE DOMINGUEZ - CHIAPAS,16.27,-92.13,1660.0,19700901.0
10.18730/K37A6,G9810,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19770601,MEX,AGUASCALIENTES - AGUASCALIENTES - AGUASCALIENTES,21.89,-102.33,,19770601.0
10.18730/JNVF5,G9811,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19781001,MEX,LAGOS DE MORENO - LAGOS DE MORENO - JALISCO,21.37,-101.92,1880.0,19781001.0
10.18730/JNVJ8,G9809,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19781001,MEX,AGUASCALIENTES - AGUASCALIENTES - AGUASCALIENTES,21.89,-102.33,,19781001.0
10.18730/JNTYS,G9808,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19781001,MEX,AGUASCALIENTES - AGUASCALIENTES - AGUASCALIENTES,21.89,-102.33,,19781001.0
10.18730/PEB0R,G9807,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19781001,MEX,AGUASCALIENTES - AGUASCALIENTES - AGUASCALIENTES,21.89,-102.33,,19781001.0
10.18730/S3A9H,G9807A,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19781001,MEX,AGUASCALIENTES - AGUASCALIENTES - AGUASCALIENTES,21.89,-102.33,,19781001.0
10.18730/JNYKZ,G9804,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19781001,MEX,AGUASCALIENTES - AGUASCALIENTES - AGUASCALIENTES,21.89,-102.33,,19781001.0
10.18730/JNV7$,G9805,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19781001,MEX,AGUASCALIENTES - AGUASCALIENTES - AGUASCALIENTES,21.89,-102.33,,19781001.0
10.18730/JNV8=,G9806,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19781001,MEX,AGUASCALIENTES - AGUASCALIENTES - AGUASCALIENTES,21.89,-102.33,,19781001.0
10.18730/S3A8G,G9803B,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19781001,MEX,AGUASCALIENTES - AGUASCALIENTES - AGUASCALIENTES,21.89,-102.33,,19781001.0
10.18730/S689W,G9803A,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19781001,MEX,AGUASCALIENTES - AGUASCALIENTES - AGUASCALIENTES,21.89,-102.33,,19781001.0
10.18730/PEAZQ,G9803,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19781001,MEX,AGUASCALIENTES - AGUASCALIENTES - AGUASCALIENTES,21.89,-102.33,,19781001.0
10.18730/JNV1W,G9802,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19781001,MEX,AGUASCALIENTES - AGUASCALIENTES - AGUASCALIENTES,21.89,-102.33,,19781001.0
10.18730/JNTPH,G9801,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19781001,MEX,AGUASCALIENTES - AGUASCALIENTES - AGUASCALIENTES,21.89,-102.33,,19781001.0
10.18730/JZXNX,G980,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,IRN,TABRIZ - AZERBAIJAN,38.08,46.3,,19700901.0
10.18730/JNGMW,G9800,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19770601,MEX,ZACATECAS - ZACATECAS - ZACATECAS,22.79,-102.59,,19770601.0
10.18730/JNTA5,G9799,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19781001,MEX,ZACATECAS - ZACATECAS - ZACATECAS,22.79,-102.59,,19781001.0
10.18730/K3795,G9797,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19770601,MEX,ZACATECAS - ZACATECAS - ZACATECAS,22.79,-102.59,,19770601.0
10.18730/JNTWQ,G9798,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19781001,MEX,ZACATECAS - ZACATECAS - ZACATECAS,22.79,-102.59,,19781001.0
10.18730/JZXMW,G979,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,IRN,TABRIZ - AZERBAIJAN,38.08,46.3,,19700901.0
10.18730/K3762,G9790,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19770601,MEX,ZACATECAS - ZACATECAS - ZACATECAS,22.79,-102.59,,19770601.0
10.18730/JNTGB,G9791,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19781001,MEX,ZACATECAS - ZACATECAS - ZACATECAS,22.79,-102.59,,19781001.0
10.18730/JNTJD,G9792,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19781001,MEX,ZACATECAS - ZACATECAS - ZACATECAS,22.79,-102.59,,19781001.0
10.18730/K3773,G9793,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19770601,MEX,ZACATECAS - ZACATECAS - ZACATECAS,22.79,-102.59,,19770601.0
10.18730/JNTQJ,G9794,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19781001,MEX,ZACATECAS - ZACATECAS - ZACATECAS,22.79,-102.59,,19781001.0
10.18730/JNTSM,G9795,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19781001,MEX,ZACATECAS - ZACATECAS - ZACATECAS,22.79,-102.59,,19781001.0
10.18730/K3784,G9796,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19770601,MEX,ZACATECAS - ZACATECAS - ZACATECAS,22.79,-102.59,,19770601.0
10.18730/JNTD8,G9789,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19781001,MEX,ZACATECAS - ZACATECAS - ZACATECAS,22.79,-102.59,,19781001.0
10.18730/K3751,G9788,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19770601,MEX,ZACATECAS - ZACATECAS - ZACATECAS,22.79,-102.59,,19770601.0
10.18730/JNT83,G9784,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19781001,MEX,VILLANUEVA - VILLANUEVA - ZACATECAS,22.38,-102.88,,19781001.0
10.18730/K3E0=,G9785,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19781001,MEX,JUCHIPILA - JUCHIPILA - ZACATECAS,21.43,-103.12,,19781001.0
10.18730/JNGJT,G9786,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19770601,MEX,ZACATECAS - ZACATECAS - ZACATECAS,22.79,-102.59,,19770601.0
10.18730/K3740,G9787,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19770601,MEX,ZACATECAS - ZACATECAS - ZACATECAS,22.79,-102.59,,19770601.0
10.18730/K373U,G9783,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19770601,MEX,TALPA - ATOLINGA - ZACATECAS,21.8,-103.46,,19770601.0
10.18730/JNSNN,G9782,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19781001,MEX,TALPA - ATOLINGA - ZACATECAS,21.8,-103.46,,19781001.0
10.18730/JNT3=,G9781,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19781001,MEX,CALVILLO - CALVILLO - AGUASCALIENTES,21.86,-102.72,,19781001.0
10.18730/JZXKV,G978,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,IRN,REZAIYEH - AZERBAIJAN,37.55,45.07,,19700901.0
10.18730/JNT2$,G9779,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19781001,MEX,CALVILLO - CALVILLO - AGUASCALIENTES,21.86,-102.72,,19781001.0
10.18730/JNSZZ,G9778,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19781001,MEX,CALVILLO - CALVILLO - AGUASCALIENTES,21.86,-102.72,,19781001.0
10.18730/JNSYY,G9777,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19781001,MEX,CALVILLO - CALVILLO - AGUASCALIENTES,21.86,-102.72,,19781001.0
10.18730/JNSTT,G9774,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19781001,MEX,CALVILLO - CALVILLO - AGUASCALIENTES,21.86,-102.72,,19781001.0
10.18730/K3DZ$,G9775,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19781001,MEX,CALVILLO - CALVILLO - AGUASCALIENTES,21.86,-102.72,,19781001.0
10.18730/PEAYP,G9776,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19781001,MEX,CALVILLO - CALVILLO - AGUASCALIENTES,21.86,-102.72,,19781001.0
10.18730/S4RYY,G9776A,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19781001,MEX,CALVILLO - CALVILLO - AGUASCALIENTES,21.86,-102.72,,19781001.0
10.18730/K372=,G9773,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19770601,MEX,JALPA - JALPA - ZACATECAS,21.64,-102.97,,19770601.0
10.18730/JNS33,G9771,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19781001,MEX,JALPA - JALPA - ZACATECAS,21.64,-102.97,,19781001.0
10.18730/JNSDD,G9772,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19781001,MEX,JALPA - JALPA - ZACATECAS,21.64,-102.97,,19781001.0
10.18730/K3DY~,G9767,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19781001,MEX,JALPA - JALPA - ZACATECAS,21.64,-102.97,,19781001.0
10.18730/K370~,G9768,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19770601,MEX,JALPA - JALPA - ZACATECAS,21.64,-102.97,,19770601.0
10.18730/JZXJT,G977,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,IRN,HAMADAN - HAMADAN,34.8,48.5,,19700901.0
10.18730/K371$,G9770,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19770601,MEX,JALPA - JALPA - ZACATECAS,21.64,-102.97,,19770601.0
10.18730/K36WX,G9762,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19770601,MEX,JALPA - JALPA - ZACATECAS,21.63,-102.97,,19770601.0
10.18730/K36XY,G9763,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19770601,MEX,JALPA - JALPA - ZACATECAS,21.63,-102.97,,19770601.0
10.18730/K36ST,G9759,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19770601,MEX,JALPA - JALPA - ZACATECAS,21.64,-102.97,,19770601.0
10.18730/K36TV,G9760,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19770601,MEX,JALPA - JALPA - ZACATECAS,21.63,-102.97,,19770601.0
10.18730/K36Z*,G9765,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19770601,MEX,JALPA - JALPA - ZACATECAS,21.64,-102.97,,19770601.0
10.18730/JNSFF,G9766,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19781001,MEX,JALPA - JALPA - ZACATECAS,21.64,-102.97,,19781001.0
10.18730/K36YZ,G9764,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19770601,MEX,JALPA - JALPA - ZACATECAS,21.64,-102.97,,19770601.0
10.18730/K36VW,G9761,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19770601,MEX,JALPA - JALPA - ZACATECAS,21.63,-102.97,,19770601.0
10.18730/JNRHP,G9757,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19781001,MEX,JALPA - JALPA - ZACATECAS,21.63,-102.97,,19781001.0
10.18730/K36RS,G9758,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19770601,MEX,JALPA - JALPA - ZACATECAS,21.63,-102.97,,19770601.0
10.18730/K36PQ,G9752,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19770601,MEX,JALPA - JALPA - ZACATECAS,21.63,-102.97,,19770601.0
10.18730/JNS11,G9753,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19781001,MEX,JALPA - JALPA - ZACATECAS,21.63,-102.97,,19781001.0
10.18730/JNS22,G9754,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19781001,MEX,JALPA - JALPA - ZACATECAS,21.63,-102.97,,19781001.0
10.18730/JNRGN,G9755,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19781001,MEX,JALPA - JALPA - ZACATECAS,21.63,-102.97,,19781001.0
10.18730/K36QR,G9756,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19770601,MEX,JALPA - JALPA - ZACATECAS,21.63,-102.97,,19770601.0
10.18730/S1Q8C,G9750B,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19770601,MEX,JUCHIPILA - JUCHIPILA - ZACATECAS,21.43,-103.12,,19770601.0
10.18730/K36NP,G9751,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19770601,MEX,JUCHIPILA - JUCHIPILA - ZACATECAS,21.43,-103.12,,19770601.0
10.18730/PEAXN,G9750,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19770601,MEX,JUCHIPILA - JUCHIPILA - ZACATECAS,21.43,-103.12,,19770601.0
10.18730/S1Q9D,G9750A,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19770601,MEX,JUCHIPILA - JUCHIPILA - ZACATECAS,21.43,-103.12,,19770601.0
10.18730/JNS00,G9749,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19781001,MEX,JUCHIPILA - JUCHIPILA - ZACATECAS,21.43,-103.12,,19781001.0
10.18730/JNRZU,G9748,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19781001,MEX,JUCHIPILA - JUCHIPILA - ZACATECAS,21.43,-103.12,,19781001.0
10.18730/JNRX$,G9746,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19781001,MEX,JUCHIPILA - JUCHIPILA - ZACATECAS,21.43,-103.12,,19781001.0
10.18730/K36MN,G9747,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19770601,MEX,JUCHIPILA - JUCHIPILA - ZACATECAS,21.43,-103.12,,19770601.0
10.18730/JNRV*,G9743,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19781001,MEX,ATOTONILCO - ATOTONILCO EL ALTO - JALISCO,20.55,-102.52,1660.0,19781001.0
10.18730/K36KM,G9744,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19770601,MEX,JUCHIPILA - JUCHIPILA - ZACATECAS,21.43,-103.12,,19770601.0
10.18730/JNRW~,G9745,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19781001,MEX,JUCHIPILA - JUCHIPILA - ZACATECAS,21.43,-103.12,,19781001.0
10.18730/JNR7C,G9742,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19781001,MEX,ATOTONILCO - ATOTONILCO EL ALTO - JALISCO,20.55,-102.52,1660.0,19781001.0
10.18730/JNRQW,G9740,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19781001,MEX,LA PIEDAD CAVADAS - LA PIEDAD CAVADAS - MICHOACAN,20.35,-102.0,,19781001.0
10.18730/JNRRX,G9741,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19781001,MEX,LA PIEDAD CAVADAS - LA PIEDAD CAVADAS - MICHOACAN,20.35,-102.0,,19781001.0
10.18730/PEAWM,G9738,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19781001,MEX,LA PIEDAD CAVADAS - LA PIEDAD CAVADAS - MICHOACAN,20.35,-102.0,,19781001.0
10.18730/S4RXX,G9738A,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19781001,MEX,LA PIEDAD CAVADAS - LA PIEDAD CAVADAS - MICHOACAN,20.35,-102.0,,19781001.0
10.18730/JNRPV,G9739,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19781001,MEX,LA PIEDAD CAVADAS - LA PIEDAD CAVADAS - MICHOACAN,20.35,-102.0,,19781001.0
