DOI,ACCENUMB,CURATION,GENUS,SPECIES,GRIN_NAME,SAMPSTAT,ACQDATE,ORIGCTY,COLLSITE,DECLATITUDE,DECLONGITUDE,ELEVATION,COLLDATE,COLLSRC
10.18730/K300Z,G8913,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19761201,MEX,ACAMBARO - ACAMBARO - GUANAJUATO,20.04,-100.72,1856.0,19761201.0,40.0
10.18730/K2ZXW,G8910,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19761201,MEX,DURANGO - DURANGO - DURANGO,24.05,-104.55,1892.0,19761201.0,40.0
10.18730/K2ZZY,G8912,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19761201,MEX,TEPEHUANES - TEPEHUANES - DURANGO,25.37,-105.75,1900.0,19761201.0,40.0
10.18730/K2ZYX,G8911,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19761201,MEX,DURANGO - DURANGO - DURANGO,24.03,-104.55,1898.0,19761201.0,40.0
10.18730/K2ZWV,G8909,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19761201,MEX,GUADALUPE VICTORIA - GUADALUPE VICTORIA - DURANGO,24.46,-104.11,1892.0,19761201.0,40.0
10.18730/K2ZVT,G8908,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19761201,MEX,CANATLAN - CANATLAN - DURANGO,24.53,-104.78,,19761201.0,40.0
10.18730/K2ZSR,G8906,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19761201,MEX,VICENTE GUERRERO - VICENTE GUERRERO - DURANGO,23.73,-103.99,,19761201.0,40.0
10.18730/K2ZRQ,G8905,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19761201,MEX,LA SAUCEDA - CANATLAN - DURANGO,24.52,-104.74,,19761201.0,40.0
10.18730/K2ZQP,G8904,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19761201,MEX,NOMBRE DE DIOS - NOMBRE DE DIOS - DURANGO,23.84,-104.24,2160.0,19761201.0,40.0
10.18730/K2ZPN,G8903,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19761201,MEX,VILLA MADERO - FRANCISCO I. MADERO - DURANGO,24.4,-104.34,1960.0,19761201.0,40.0
10.18730/K2ZKJ,G8900,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19761201,MEX,RINCÓN DE ROMOS - RINCON DE ROMOS - AGUASCALIENTES,22.24,-102.32,1950.0,19761201.0,40.0
10.18730/K2ZA9,G8858,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19730301,MEX,HUICHAPAN - HUICHAPAN - HIDALGO,20.38,-99.66,2102.0,19730301.0,40.0
10.18730/K2ZBA,G8859,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19730301,MEX,SAHUAYO - SAHUAYO - MICHOACAN,20.05,-102.74,1575.0,19730301.0,40.0
10.18730/JZTM6,G880,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,MEX,PACHUCA - PACHUCA - HIDALGO,20.12,-98.73,1000.0,19700901.0,40.0
10.18730/JZTQ9,G874,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,MEX,OAXACA - OAXACA - OAXACA,17.05,-96.72,1700.0,19700901.0,40.0
10.18730/JZTK5,G869,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,MEX,IGUALA - IGUALA - GUERRERO,18.35,-99.53,800.0,19700901.0,40.0
10.18730/JZTE0,G864,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,MEX,HUAMANTLA - HUAMANTLA - TLAXCALA,19.32,-97.93,2660.0,19700901.0,40.0
10.18730/JZTDU,G863,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,MEX,ALAMOS - ALAMOS - SONORA,27.02,-108.93,600.0,19700901.0,40.0
10.18730/JZT9*,G859,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,MEX,HUAJUAPAN DE LEON - HUAJUAPAN DE LEON - OAXACA,17.8,-97.77,1700.0,19700901.0,40.0
10.18730/JZT8Z,G858,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,MEX,OAXACA - OAXACA - OAXACA,17.05,-96.67,1700.0,19700901.0,40.0
10.18730/JZSYN,G848,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,MEX,PACHUCA - PACHUCA - HIDALGO,20.14,-98.75,2830.0,19700901.0,40.0
10.18730/JZSWK,G846,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,MEX,HUAUCHINANGO - HUAUCHINANGO - PUEBLA,20.19,-98.06,1000.0,19700901.0,40.0
10.18730/JZSRF,G842,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,MEX,TULANCINGO - TULANCINGO - HIDALGO,20.11,-98.37,3200.0,19700901.0,40.0
10.18730/JZSNC,G839,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,MEX,APIZACO - APIZACO - TLAXCALA,19.43,-98.17,2660.0,19700901.0,40.0
10.18730/K2HNG,G8238,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,MEX,ZIPIAJO - COENEO - MICHOACAN,19.79,-101.55,2330.0,19700901.0,40.0
10.18730/K2HJD,G8235,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,MEX,CHOLULA - CHOLULA - PUEBLA,19.03,-98.33,,19700901.0,40.0
10.18730/JZS1X,G819,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,MEX,AUTLAN DE NAVARRO - AUTLAN DE NAVARRO - JALISCO,19.78,-104.37,900.0,19700901.0,40.0
10.18730/JZRPJ,G817,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,MEX,TEPIC - TEPIC - NAYARIT,22.0,-105.0,730.0,19700901.0,40.0
10.18730/JZRD9,G816,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,MEX,URUAPAN - URUAPAN - MICHOACAN,19.42,-102.07,1660.0,19700901.0,40.0
10.18730/K2FTZ,G8146,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19760401,MEX,ESPERANZA - ESPERANZA - PUEBLA,18.87,-97.38,2454.0,19760401.0,40.0
10.18730/JZRHD,G802,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,MEX,CORDOBA - CORDOBA - VERACRUZ,18.88,-96.93,1330.0,19700901.0,40.0
10.18730/K2F05,G7971,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19730301,MEX,PABELLÓN DE ARTEAGA - PABELLON DE ARTEAGA - AGUASCALIENTES,22.18,-102.35,2217.0,19730301.0,40.0
10.18730/K2ES=,G7960,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19720601,MEX,OCOTLAN DE MORELOS - OCOTLAN DE MORELOS - OAXACA,16.79,-96.47,1526.0,19720601.0,40.0
10.18730/K2EQ~,G7956,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19730301,MEX,"TORREON-DURANGO KM 150, VEINTE AMIGOS - CUENCAME - DURANGO",25.08,-103.75,,19730301.0,40.0
10.18730/K2ENZ,G7953,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19740401,MEX,MITLA - MITLA - OAXACA,16.91,-96.36,,19740401.0,40.0
10.18730/K2EMY,G7952,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19740401,MEX,OAXACA - OAXACA - OAXACA,17.07,-96.72,1563.0,19740401.0,40.0
10.18730/K2DY8,G7887,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19730301,MEX,TANAGUILLO - CHILCHOTA - MICHOACAN,19.85,-102.1,,19730301.0,40.0
10.18730/K2DV5,G7884,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19730301,MEX,SAN MIGUEL ALLENDE - SAN MIGUEL ALLENDE - GUANAJUATO,20.96,-100.75,1852.0,19730301.0,40.0
10.18730/K2DW6,G7885,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19730301,MEX,SAN ANDRES ABASOLO - SAN ANDRES ABASOLO - GUANAJUATO,20.46,-101.55,1760.0,19730301.0,40.0
10.18730/K2C4R,G7810,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19730301,MEX,TEPEACA - TEPEACA - PUEBLA,18.97,-97.93,2243.0,19730301.0,40.0
10.18730/K2C1N,G7807,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19730301,MEX,YURIRIA - YURIRIA - GUANAJUATO,20.22,-101.14,1736.0,19730301.0,40.0
10.18730/K2BYJ,G7804,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19730301,MEX,ACALA - ACALA - CHIAPAS,16.54,-92.82,600.0,19730301.0,40.0
10.18730/K2C3Q,G7809,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19730301,MEX,SANTA CRUZ - CORONEO - GUANAJUATO,20.22,-100.37,,19730301.0,40.0
10.18730/K2C0M,G7806,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19730301,MEX,EL CARMEN - SALAMANCA - GUANAJUATO,20.63,-101.15,1722.0,19730301.0,40.0
10.18730/K2BXH,G7803,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19730301,MEX,PABELLÓN DE ARTEAGA - PABELLON DE ARTEAGA - AGUASCALIENTES,22.14,-102.27,2217.0,19730301.0,40.0
10.18730/K2BWG,G7802,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19730301,MEX,TEHUACAN - TEHUACAN - PUEBLA,18.42,-97.44,1696.0,19730301.0,40.0
10.18730/S2E33,G7760B,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19740401,MEX,"ETLA, VALLE DE OAXACA - ETLA - OAXACA",17.25,-96.8,1641.0,19740401.0,40.0
10.18730/K2ASJ,G7762,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19740401,MEX,HUAJUAPAN DE LEON - HUAJUAPAN DE LEON - OAXACA,17.77,-97.79,1572.0,19740401.0,40.0
10.18730/K2ARH,G7761,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19740401,MEX,"CARBONERA, ALONG PAN AMERICAN HIGHWAY - ETLA - OAXACA",17.25,-96.89,,19740401.0,40.0
10.18730/K2AHA,G7753,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19740401,MEX,IXTLAN DEL RIO - IXTLAN DEL RIO - NAYARIT,21.08,-104.36,1020.0,19740401.0,40.0
10.18730/K3PYS,G7752,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19740401,MEX,CUERNAVACA - CUERNAVACA - MORELOS,18.93,-99.23,1529.0,19740401.0,40.0
10.18730/K2AG9,G7751,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19740401,MEX,"ZACATLAN DE GUERRERO, ZACATLANCILLO - TELOLOAPAN - GUERRERO",18.41,-99.99,,19740401.0,40.0
10.18730/K2AB4,G7746,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19740401,MEX,EJIDO EL TRAPICHE - CUAUHTEMOC - COLIMA,19.32,-103.6,970.0,19740401.0,40.0
10.18730/K2AC5,G7747,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19740401,MEX,EJIDO COMALA - COMALA - COLIMA,19.32,-103.76,625.0,19740401.0,40.0
10.18730/K2AD6,G7748,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19740401,MEX,EL RINCON DEL SAUCE - EL RINCON - GUERRERO,18.19,-99.39,,19740401.0,40.0
10.18730/K2A92,G7744,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19740401,MEX,HUEHUETAN - HUEHUETAN - CHIAPAS,15.02,-92.37,,19740401.0,40.0
10.18730/K2AA3,G7745,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19740401,MEX,CINTALAPA DE FIGUEROA - CINTALAPA DE FIGUEROA - CHIAPAS,16.71,-93.72,564.0,19740401.0,40.0
10.18730/K2A81,G7743,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19740401,MEX,TUXTLA GUTIERREZ - TUXTLA GUTIERREZ - CHIAPAS,16.75,-93.12,536.0,19740401.0,40.0
10.18730/K2A6U,G7741,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19740401,MEX,SAN CRISTOBAL DE LAS CASAS - SAN CRISTOBAL DE LAS CASAS - CHIAPAS,16.77,-92.63,2755.0,19740401.0,40.0
10.18730/K2A5=,G7740,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19740401,MEX,COMITÁN DE DOMÍNGUEZ - COMITAN DE DOMINGUEZ - CHIAPAS,16.25,-92.13,1530.0,19740401.0,40.0
10.18730/S2E00,G7479K,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,200,19750920,MEX,"CHAPA, CARRET. IGUALA-CD. ALTAMIRANO - TELOLOAPAN - GUERRERO",18.32,-99.82,1150.0,19750920.0,40.0
10.18730/JFJ62,G7118,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19730301,MEX,NEALTICAN - NEALTICAN - PUEBLA,19.05,-98.42,,19730301.0,40.0
10.18730/JFK4*,G7094,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19730301,MEX,TORREON - TORREON - COAHUILA,25.53,-103.47,1609.0,19730301.0,40.0
10.18730/JFNW9,G6992,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19730301,MEX,EL PINTOR - CORTAZAR - GUANAJUATO,20.52,-100.95,,19730301.0,40.0
10.18730/JFTD6,G6795,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19730301,MEX,BENITO JUAREZ - BENITO JUAREZ - MICHOACAN,19.31,-100.44,1000.0,19730301.0,40.0
10.18730/JFV1T,G6794,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19730301,MEX,GRANJA VIRGINIA - SILAO - GUANAJUATO,20.93,-101.42,1777.0,19730301.0,40.0
10.18730/JFTZR,G6792,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19730301,MEX,EPA SAN ROQUE - CELAYA - GUANAJUATO,20.59,-100.84,1754.0,19730301.0,40.0
10.18730/JFTYQ,G6791,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19730301,MEX,SALVATIERRA - SALVATIERRA - GUANAJUATO,20.24,-100.86,1761.0,19730301.0,40.0
10.18730/JFV8~,G6782,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19740401,MEX,TENEXTEPANGO - AYALA - MORELOS,18.74,-98.97,,19740401.0,40.0
10.18730/S3WC4,G6777A,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19740401,MEX,PROGRESO - JIUTEPEC - MORELOS,18.9,-99.15,,19740401.0,40.0
10.18730/JFV4X,G6778,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19740401,MEX,TEPALCINGO - TEPALCINGO - MORELOS,18.59,-98.86,,19740401.0,40.0
10.18730/JFV7*,G6781,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19740401,MEX,VILLA DE AYALA - AYALA - MORELOS,18.76,-98.99,,19740401.0,40.0
10.18730/JFV2V,G6775,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19740401,MEX,JOJUTLA - JOJUTLA - MORELOS,18.62,-99.19,895.0,19740401.0,40.0
10.18730/JFVH5,G6772,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19740401,MEX,COLIMA - COLIMA - COLIMA,19.2,-103.72,494.0,19740401.0,40.0
10.18730/JFVE2,G6768,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19740401,MEX,SANTO DOMINGO TEHUANTEPEC - SANTO DOMINGO TEHUANTEPEC - OAXACA,16.33,-95.23,35.0,19740401.0,40.0
10.18730/JFVQB,G6757,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19740401,MEX,ACAPONETA - ACAPONETA - NAYARIT,22.51,-105.37,64.0,19740401.0,40.0
10.18730/JFW3Q,G6750,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19740401,MEX,LAZARO CARDENAS - CINTALAPA DE FIGUEROA - CHIAPAS,16.65,-93.8,564.0,19740401.0,40.0
10.18730/JFW2P,G6749,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19740401,MEX,PIJIJIAPAN - PIJIJIAPAN - CHIAPAS,15.69,-93.22,,19740401.0,40.0
10.18730/JFW0M,G6747,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19740401,MEX,ARRIAGA - ARRIAGA - CHIAPAS,16.22,-93.92,,19740401.0,40.0
10.18730/JFXCV,G6524,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19731119,MEX,RECIFE - PERNAMBUCO,-8.07,-35.01,,19731119.0,40.0
10.18730/JFYJW,G6463,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19740401,MEX,TAPACHULA - TAPACHULA - CHIAPAS,14.92,-92.27,137.0,19740401.0,40.0
10.18730/JFYW1,G6452,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19720601,MEX,ESCUINTLA - ESCUINTLA - CHIAPAS,15.32,-92.67,300.0,19720601.0,40.0
10.18730/JFZCH,G6445,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19720601,MEX,SAN FERNANDO - SAN FERNANDO - CHIAPAS,16.85,-93.22,,19720601.0,40.0
10.18730/JFZX$,G6422,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19720601,MEX,MAGDALENA - VILLA DE GUADALUPE - SAN LUIS POTOSI,23.44,-100.78,200.0,19720601.0,40.0
10.18730/JFZTZ,G6419,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19720601,MEX,COTAXTLA - VERACRUZ,18.83,-96.39,,19720601.0,40.0
10.18730/JG0DD,G6387,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19720301,MEX,OJOCALIENTE - OJOCALIENTE - ZACATECAS,22.57,-102.22,1800.0,19720301.0,40.0
10.18730/JG0CC,G6386,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,100,19750129,MEX,"PROGRESO, JIUTEPEC, CARRETERA CUERNAVACA-CUAUTLA - JIUTEPEC - MORELOS",18.88,-99.15,1430.0,19750129.0,40.0
10.18730/JG67E,G6144,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19750101,MEX,AXOCHIO - AXOCHIO - VERACRUZ,18.38,-95.3,,19750101.0,40.0
10.18730/JG63A,G6140,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19750101,MEX,ESPIRITU SANTO - CIUDAD DE VALLES - SAN LUIS POTOSI,21.99,-99.03,,19750101.0,40.0
10.18730/JG6EN,G6131,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19750101,MEX,IXTEPEC - IXTEPEC - OAXACA,16.58,-95.11,120.0,19750101.0,40.0
10.18730/JG6AH,G6127,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19750101,MEX,SABINITA - HUICHAPAN - HIDALGO,20.36,-99.64,2102.0,19750101.0,40.0
10.18730/JG69G,G6126,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19750101,MEX,TEOLOYUCA - ORIENTAL - PUEBLA,19.43,-97.61,,19750101.0,40.0
10.18730/JG6S*,G6123,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19750101,MEX,RANCHO TERAN - SAN FELIPE - GUANAJUATO,21.49,-101.24,2100.0,19750101.0,40.0
10.18730/JG6T~,G6124,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19750101,MEX,JESUS MARIA DE HIDALGO - DOLORES HIDALGO - GUANAJUATO,21.14,-100.91,1895.0,19750101.0,40.0
10.18730/JG6RZ,G6122,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19750101,MEX,RANCHITO - VALLE DE SANTIAGO - GUANAJUATO,20.4,-101.23,,19750101.0,40.0
10.18730/JG6QY,G6121,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19750101,MEX,CELAYA - CELAYA - GUANAJUATO,20.53,-100.79,1754.0,19750101.0,40.0
10.18730/JG6MV,G6118,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19750101,MEX,AMATENANGO DE LA FRONTERA - AMATENANGO DE LA FRONTERA - CHIAPAS,15.42,-92.12,1500.0,19750101.0,40.0
10.18730/JG6KT,G6117,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19750101,MEX,BEJUCAL - BEJUCAL DE OCAMPO - CHIAPAS,15.47,-92.15,2300.0,19750101.0,40.0
10.18730/JG713,G6113,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19750101,MEX,COLONIA TONALA - TONALA - CHIAPAS,16.11,-93.75,200.0,19750101.0,40.0
10.18730/JG702,G6112,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19750101,MEX,EL RETIRO - TUZANTAN - CHIAPAS,15.2,-92.43,1400.0,19750101.0,40.0
10.18730/K3CT$,G6104,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19750101,MEX,MEXICALCINGO - MEXICALCINGO - MEXICO,19.21,-99.57,,19750101.0,40.0
10.18730/JG7CE,G6105,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19750101,MEX,VILLA FLORES - VILLA FLORES - CHIAPAS,16.24,-93.24,610.0,19750101.0,40.0
10.18730/JGC4J,G5902,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19730701,MEX,"NACAJUCA, REGION H. CARDENAS - NACAJUCA - TABASCO",18.13,-93.02,,19730701.0,40.0
10.18730/JGCQ0,G5889,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19730301,MEX,AHOME - LOS MOCHIS - SINALOA,25.92,-109.19,10.0,19730301.0,40.0
10.18730/JGFJH,G5764,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19750128,MEX,TOLUCA - TOLUCA - MEXICO,19.28,-99.67,2675.0,19750128.0,40.0
10.18730/JGFSR,G5759,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19750128,MEX,TELOLOAPAN - TELOLOAPAN - GUERRERO,18.38,-99.87,635.0,19750128.0,40.0
10.18730/JGGGA,G5691,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19720301,MEX,TEPEYAHUALCO - TEPEYAHUALCO - PUEBLA,19.5,-97.49,2323.0,19720301.0,40.0
10.18730/JGGE8,G5687,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19700901,MEX,SILAO - SILAO - GUANAJUATO,20.97,-101.44,1777.0,19700901.0,40.0
10.18730/JGHE3,G5625,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19730301,MEX,CUAUTLA - CUAUTLA - MORELOS,18.81,-98.97,1291.0,19730301.0,40.0
10.18730/JGJG0,G5516,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19730301,MEX,OCOTLAN DE MORELOS - OCOTLAN DE MORELOS - OAXACA,16.81,-96.68,1830.0,19730301.0,40.0
10.18730/JGP01,G5297,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19730301,MEX,LEÓN - LEON - GUANAJUATO,21.12,-101.74,1809.0,19730301.0,40.0
10.18730/JGSJ4,G5143,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19730301,MEX,SAN ANDRES TUXTLA - SAN ANDRES TUXTLA - VERACRUZ,18.44,-95.19,360.0,19730301.0,40.0
10.18730/JGSH3,G5142,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19730301,MEX,GUANAJUATO - GUANAJUATO - GUANAJUATO,21.02,-101.28,2037.0,19730301.0,40.0
10.18730/JGSG2,G5141,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19730301,MEX,URUAPAN - URUAPAN - MICHOACAN,19.44,-102.09,1611.0,19730301.0,40.0
10.18730/PHBQB,G51360,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,120,20020201,MEX,NEPOPUALCO - TOTOLAPAN - MORELOS,18.98,-98.93,,20020201.0,40.0
10.18730/K3WY*,G51339,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19790314,MEX,2.5 KM S DE LOS ALAMOS - CHALCHIHUITE - ZACATECAS,23.46,-103.89,2160.0,19790314.0,20.0
10.18730/JYWC0,G51069,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,100,20010701,MEX,23 KM W TELOLOAPAN-CALTIMIRAN RD. - TELOLOAPAN - GUERRERO,18.45,-100.0,1450.0,20010701.0,40.0
10.18730/JYW6Z,G51068,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,100,20010701,MEX,37 KM W TELOLOAPAN-CALTIMIRAN RD. - TELOLOAPAN - GUERRERO,18.43,-100.17,1100.0,20010701.0,40.0
10.18730/JYW5Y,G51067,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,100,20010701,MEX,27 KM W TELOLOAPAN-CALTIMIRAN RD. - TELOLOAPAN - GUERRERO,18.45,-100.02,1450.0,20010701.0,40.0
10.18730/JYW3W,G51066,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,100,20010701,MEX,17 KM W TELOLOAPAN-CALTIMIRAN RD. - TELOLOAPAN - GUERRERO,18.45,-99.97,1450.0,20010701.0,40.0
10.18730/JY96F,G50985,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19930201,MEX,"OCOSINGO, TONINA - OCOSINGO - CHIAPAS",16.9,-92.0,890.0,19930201.0,20.0
10.18730/JY9DP,G50986,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19930201,MEX,"OCOSINGO, RANCHO LA ESPERANZA - OCOSINGO - CHIAPAS",16.9,-92.05,920.0,19930201.0,20.0
10.18730/JXC28,G50931,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19880501,MEX,HUERTAS DE SAN PEDRO - HUITZILAC - MORELOS,19.0,-99.27,2100.0,19880501.0,40.0
10.18730/JXBN*,G50932,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19880501,MEX,TLALNEPANTLA - TLALNEPANTLA - MORELOS,19.02,-99.0,1950.0,19880501.0,40.0
10.18730/S5Q81,G50912A,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,200,19870701,MEX,SAN JUAN COPALA - JUXTLAHUACA - OAXACA,17.18,-97.97,1580.0,19870701.0,40.0
10.18730/JWGVS,G50913,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19870701,MEX,"MACUILTIANGUIS, AYUTLA, CERRÓ PELÓN - IXTLAN - OAXACA",17.54,-96.55,1950.0,19870701.0,40.0
10.18730/PFY1X,G50909,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19870701,MEX,LOS LAURELES - TLALNEPANTLA - MORELOS,18.98,-98.99,1720.0,19870701.0,40.0
10.18730/JWGA8,G50907,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19870701,MEX,SANTO DOMINGO OCOTITLAN - SANTO DOMINGO OCOTITLAN - MORELOS,19.0,-99.1,1900.0,19870701.0,40.0
10.18730/S4ZSV,G50901B,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19870701,MEX,"TEXCALA, EN RUTA A EL CAPULÍN - YECAPIXTLA - MORELOS",18.93,-98.8,1950.0,19870701.0,40.0
10.18730/JWGFD,G50903,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,300,19870701,MEX,JUMILTEPEC - TETELA DEL VOLCAN - MORELOS,18.91,-98.77,2000.0,19870701.0,40.0
10.18730/JWG42,G50899,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,100,19870701,MEX,EL SALTITO - DURANGO,23.78,-105.37,1650.0,19870701.0,40.0
