ACCENUMB,y_true,y_pred,y_proba,modelo,problema
G52366,0,0,0.024,RandomForest,Anegamiento
G171,0,0,0.022,RandomForest,Anegamiento
G24364,0,0,0.012,RandomForest,Anegamiento
G20306,0,0,0.0,RandomForest,Anegamiento
G1390,0,0,0.03,RandomForest,Anegamiento
G17000,0,0,0.0,RandomForest,Anegamiento
G51262D,0,0,0.034,RandomForest,Anegamiento
G4388,0,0,0.0,RandomForest,Anegamiento
G50148,1,1,0.508,RandomForest,Anegamiento
G344,0,0,0.0,RandomForest,Anegamiento
G22645,1,1,0.95,RandomForest,Anegamiento
G8154,1,1,1.0,RandomForest,Anegamiento
G18587,0,0,0.0,RandomForest,Anegamiento
G24626,1,1,0.636,RandomForest,Anegamiento
G51363,0,0,0.02,RandomForest,Anegamiento
G22353,1,1,0.948,RandomForest,Anegamiento
G18636,0,0,0.0,RandomForest,Anegamiento
G1769,0,0,0.002,RandomForest,Anegamiento
G15284,0,0,0.076,RandomForest,Anegamiento
G483A,1,0,0.122,RandomForest,Anegamiento
G50381,0,0,0.01,RandomForest,Anegamiento
G24889,0,0,0.002,RandomForest,Anegamiento
G17001,0,0,0.086,RandomForest,Anegamiento
G11851,0,0,0.004,RandomForest,Anegamiento
G491,0,0,0.002,RandomForest,Anegamiento
G11035,0,0,0.002,RandomForest,Anegamiento
G528,0,0,0.0,RandomForest,Anegamiento
G22652,0,0,0.006,RandomForest,Anegamiento
G604,0,0,0.0,RandomForest,Anegamiento
G13072,0,0,0.048,RandomForest,Anegamiento
G570,0,0,0.0,RandomForest,Anegamiento
G20344,0,0,0.004,RandomForest,Anegamiento
G9819,0,0,0.0,RandomForest,Anegamiento
G12913,0,0,0.0,RandomForest,Anegamiento
G7776,1,1,0.968,RandomForest,Anegamiento
G19706,0,0,0.0,RandomForest,Anegamiento
G4697,1,1,0.948,RandomForest,Anegamiento
G3397,0,0,0.0,RandomForest,Anegamiento
G3346,0,0,0.006,RandomForest,Anegamiento
G20933A,0,0,0.034,RandomForest,Anegamiento
G274,0,0,0.0,RandomForest,Anegamiento
G22865,0,0,0.004,RandomForest,Anegamiento
G14209,0,0,0.164,RandomForest,Anegamiento
G839,0,0,0.0,RandomForest,Anegamiento
G20274,0,0,0.0,RandomForest,Anegamiento
G21945,1,1,0.874,RandomForest,Anegamiento
G3805,0,0,0.198,RandomForest,Anegamiento
G20934,0,0,0.0,RandomForest,Anegamiento
G2907,0,0,0.002,RandomForest,Anegamiento
G51591,0,0,0.092,RandomForest,Anegamiento
G3359,1,1,0.958,RandomForest,Anegamiento
G18201,0,0,0.028,RandomForest,Anegamiento
G629,0,0,0.0,RandomForest,Anegamiento
G20638,0,0,0.0,RandomForest,Anegamiento
G1805,0,0,0.0,RandomForest,Anegamiento
G20887,0,0,0.006,RandomForest,Anegamiento
G50899,0,0,0.0,RandomForest,Anegamiento
G51069,0,0,0.004,RandomForest,Anegamiento
G13982,0,0,0.0,RandomForest,Anegamiento
G20017,0,0,0.0,RandomForest,Anegamiento
G22490,0,0,0.008,RandomForest,Anegamiento
G1756,1,1,0.898,RandomForest,Anegamiento
G52467,0,0,0.022,RandomForest,Anegamiento
G23413A,1,1,0.598,RandomForest,Anegamiento
G23731,0,0,0.0,RandomForest,Anegamiento
G16078,0,0,0.002,RandomForest,Anegamiento
G52375,0,0,0.222,RandomForest,Anegamiento
G19042,0,0,0.002,RandomForest,Anegamiento
G18666,0,0,0.0,RandomForest,Anegamiento
G20625,0,0,0.162,RandomForest,Anegamiento
G14719,0,0,0.062,RandomForest,Anegamiento
G941,1,1,0.908,RandomForest,Anegamiento
G23415G,0,0,0.004,RandomForest,Anegamiento
G22434,0,0,0.006,RandomForest,Anegamiento
G7751,0,0,0.002,RandomForest,Anegamiento
G50075,0,0,0.024,RandomForest,Anegamiento
G3237,1,1,0.782,RandomForest,Anegamiento
G17213D,0,0,0.0,RandomForest,Anegamiento
G357,0,0,0.0,RandomForest,Anegamiento
G6944,0,0,0.008,RandomForest,Anegamiento
G18963,0,0,0.0,RandomForest,Anegamiento
G23449,0,0,0.0,RandomForest,Anegamiento
G23903,0,0,0.166,RandomForest,Anegamiento
G24432,1,1,0.95,RandomForest,Anegamiento
G23543,0,0,0.0,RandomForest,Anegamiento
G11613,0,0,0.006,RandomForest,Anegamiento
G987,0,0,0.0,RandomForest,Anegamiento
G20030,0,0,0.0,RandomForest,Anegamiento
G420,0,0,0.004,RandomForest,Anegamiento
G3543,0,0,0.002,RandomForest,Anegamiento
G23010,0,0,0.036,RandomForest,Anegamiento
G16148,0,0,0.0,RandomForest,Anegamiento
G22384,1,1,0.652,RandomForest,Anegamiento
G24582,0,0,0.012,RandomForest,Anegamiento
G414,0,0,0.006,RandomForest,Anegamiento
G20357,0,0,0.008,RandomForest,Anegamiento
G897,0,0,0.002,RandomForest,Anegamiento
G3171,0,0,0.006,RandomForest,Anegamiento
G7257,1,1,0.874,RandomForest,Anegamiento
G11763,0,0,0.0,RandomForest,Anegamiento
G9905,0,0,0.02,RandomForest,Anegamiento
G955,1,0,0.254,RandomForest,Anegamiento
G16984,0,0,0.0,RandomForest,Anegamiento
G52195,1,1,0.896,RandomForest,Anegamiento
G24469,0,0,0.002,RandomForest,Anegamiento
G21946,1,0,0.4,RandomForest,Anegamiento
G3575,0,0,0.0,RandomForest,Anegamiento
G19733,0,0,0.154,RandomForest,Anegamiento
G19881,0,0,0.006,RandomForest,Anegamiento
G24534,0,0,0.0,RandomForest,Anegamiento
G18660,0,0,0.0,RandomForest,Anegamiento
G51429,1,1,0.972,RandomForest,Anegamiento
G24296,0,0,0.0,RandomForest,Anegamiento
G22027,0,0,0.0,RandomForest,Anegamiento
G3246,0,0,0.1,RandomForest,Anegamiento
G52342,0,0,0.16,RandomForest,Anegamiento
G8255,0,0,0.024,RandomForest,Anegamiento
G20664,0,0,0.034,RandomForest,Anegamiento
G18574,0,0,0.0,RandomForest,Anegamiento
G20738,0,0,0.038,RandomForest,Anegamiento
G449,0,0,0.094,RandomForest,Anegamiento
G20128,0,0,0.006,RandomForest,Anegamiento
G11106,0,0,0.034,RandomForest,Anegamiento
G23506,0,0,0.002,RandomForest,Anegamiento
G1944,0,0,0.244,RandomForest,Anegamiento
G21197,0,0,0.004,RandomForest,Anegamiento
G19111,0,0,0.0,RandomForest,Anegamiento
G52023,0,0,0.0,RandomForest,Anegamiento
