ACCENUMB,y_true,y_pred,y_proba,modelo,problema
G18715,0,0,0.0,RandomForest,Sequia
G23586,0,0,0.034,RandomForest,Sequia
G23611,0,0,0.004,RandomForest,Sequia
G4397,0,0,0.0,RandomForest,Sequia
G50552,1,1,0.616,RandomForest,Sequia
G20204,1,1,0.968,RandomForest,Sequia
G6941,0,0,0.038,RandomForest,Sequia
G51456,1,1,0.538,RandomForest,Sequia
G22578,1,1,0.7,RandomForest,Sequia
G7314,0,0,0.08,RandomForest,Sequia
G51594,1,1,0.964,RandomForest,Sequia
G20,0,0,0.208,RandomForest,Sequia
G4272,0,0,0.066,RandomForest,Sequia
G2920,0,0,0.022,RandomForest,Sequia
G52062,0,0,0.034,RandomForest,Sequia
G8934,1,1,0.974,RandomForest,Sequia
G2616,0,0,0.0,RandomForest,Sequia
G20488,1,1,0.872,RandomForest,Sequia
G5179,0,0,0.086,RandomForest,Sequia
G9602,0,0,0.112,RandomForest,Sequia
G52326,1,1,0.64,RandomForest,Sequia
G50565,0,0,0.002,RandomForest,Sequia
G22608A,1,1,0.958,RandomForest,Sequia
G22559,1,1,0.818,RandomForest,Sequia
G22389,1,1,0.94,RandomForest,Sequia
G24386,0,0,0.006,RandomForest,Sequia
G22824,0,0,0.0,RandomForest,Sequia
G3201,0,0,0.0,RandomForest,Sequia
G18047,1,1,0.882,RandomForest,Sequia
G10963,0,0,0.002,RandomForest,Sequia
G12032,0,0,0.01,RandomForest,Sequia
G20356,1,1,0.996,RandomForest,Sequia
G19004,0,0,0.042,RandomForest,Sequia
G7387,0,0,0.116,RandomForest,Sequia
G23892,0,0,0.02,RandomForest,Sequia
G3542,0,0,0.008,RandomForest,Sequia
G3252,0,0,0.038,RandomForest,Sequia
G1737,0,0,0.006,RandomForest,Sequia
G6140,0,0,0.048,RandomForest,Sequia
G50460,0,0,0.004,RandomForest,Sequia
G18666,0,0,0.006,RandomForest,Sequia
G20250A,1,1,0.664,RandomForest,Sequia
G11124,0,0,0.024,RandomForest,Sequia
G5143,0,0,0.094,RandomForest,Sequia
G59,0,0,0.026,RandomForest,Sequia
G51467,1,1,0.966,RandomForest,Sequia
G51434,1,1,0.842,RandomForest,Sequia
G18699C,0,0,0.02,RandomForest,Sequia
G12674,0,0,0.03,RandomForest,Sequia
G51460,1,1,0.842,RandomForest,Sequia
G20251B,0,0,0.476,RandomForest,Sequia
G24308,1,1,0.948,RandomForest,Sequia
G3038,0,0,0.006,RandomForest,Sequia
G16865,1,0,0.49,RandomForest,Sequia
G20813,1,1,0.968,RandomForest,Sequia
G17212,0,0,0.046,RandomForest,Sequia
G50507,0,0,0.252,RandomForest,Sequia
G1724,0,0,0.0,RandomForest,Sequia
G51375,0,0,0.002,RandomForest,Sequia
G22494,1,1,0.722,RandomForest,Sequia
G23545,0,0,0.0,RandomForest,Sequia
G19395,0,0,0.058,RandomForest,Sequia
G50889,1,1,0.74,RandomForest,Sequia
G14690,1,1,0.604,RandomForest,Sequia
G1944,0,0,0.086,RandomForest,Sequia
G20007,0,0,0.39,RandomForest,Sequia
G20728,1,1,0.99,RandomForest,Sequia
G6781,0,0,0.0,RandomForest,Sequia
G51983,1,1,0.716,RandomForest,Sequia
G9996,0,0,0.004,RandomForest,Sequia
G20887,1,1,0.964,RandomForest,Sequia
G19909,0,0,0.128,RandomForest,Sequia
G20889B,1,1,0.976,RandomForest,Sequia
G9542,1,1,0.884,RandomForest,Sequia
G3535,0,0,0.0,RandomForest,Sequia
G19699,0,0,0.022,RandomForest,Sequia
G2906,0,0,0.012,RandomForest,Sequia
G51261,0,0,0.03,RandomForest,Sequia
G935,0,0,0.366,RandomForest,Sequia
G23470,1,1,0.63,RandomForest,Sequia
G52488,0,0,0.044,RandomForest,Sequia
