DOI,ACCENUMB,CURATION,GENUS,SPECIES,GRIN_NAME,SAMPSTAT,ORIGCTY,COLLSITE,ELEVATION,COLLSRC,MODCF_CloudForestPrediction,MODCF_seasonality_concentration,current_30arcsec_aridityIndexThornthwaite,current_30arcsec_climaticMoistureIndex,BDRICM_M,SLGWRB,ACDWRB_M_ss,bio18,bio19
10.18730/K3DVY,G12964,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,-2.9470184280009937,MEX,"CERRO ESPINA DEL DIABLO, BETWEEN SAN MIGUEL EL ALTO & SAN JULIAN - SAN MIGUEL EL ALTO - JALISCO",0.8887032472389239,0.3859604233784113,-0.4901325452614558,0.4556550002588064,0.8424691572647522,-0.9962946730130688,-1.8094604778269583,-0.1099513511812154,0.2062222827571616,0.3426345759503478,-0.7601217569156273
10.18730/PMDG*,G12945,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,-1.2939186614670004,MEX,ABOVE BRIDGE & ACROSS FROM PRIVATE HOUSE IN EL TULE - ARANDAS - JALISCO,0.8090299738105826,0.3859604233784113,-0.3714883744120978,0.7924370199669905,1.4147416138994495,-0.5864087167071068,0.1986881117964306,-0.1099513511812154,-1.1698836982734446,-0.5288824560782237,-0.73003785952684
10.18730/JNE0J,G12913,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,-2.9470184280009937,MEX,"CERRO DE TORO, CUARERAMO - PENJAMO - GUANAJUATO",0.8500273064395072,0.3859604233784113,-0.5541864147556946,0.0369530298107938,0.8575159082134378,-1.0548497473039609,-3.0007350648916806,-0.1099513511812154,0.2062222827571616,-0.819388133421081,-0.7400658253231024
10.18730/JNDQ9,G12891,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,-2.9470184280009937,MEX,EL TULE - ARANDAS - JALISCO,0.8500273064395072,0.3859604233784113,-0.3152795494818872,0.7560281529715112,1.424772526095392,-0.5571310923077175,-0.0395668056165138,-0.1099513511812154,0.2062222827571616,-0.5288824560782237,-0.7400658253231024
10.18730/JNDH3,G12888,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,-2.9470184280009937,MEX,"30 KM FROM LA PIEDAD, 7 KM FROM YURECUARO, FLORENCIA - LA PIEDAD CAVADAS - MICHOACAN",0.8090299738105826,0.3859604233784113,-0.5908149319516023,0.2645084485325398,1.021523656811204,-0.9084618870688438,-1.9456061449200692,-0.1099513511812154,-1.1698836982734446,-0.5836948480297063,-0.7551077740174961
10.18730/JHBV$,G12884,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,-2.9470184280009937,MEX,MASCOTA - MASCOTA - JALISCO,0.4188484632732319,0.3859604233784113,-0.5604711209795318,0.8925614042045587,1.1990735577937417,-0.2643554590914262,-2.5922980636123474,-0.1099513511812154,0.2062222827571616,1.3731075446382186,-0.5746043896847722
10.18730/PGEG1,G12881,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,-2.9470184280009937,MEX,17 MI W TELOLOAPAN - IXCAPUZALCO - GUERRERO,0.3326126946399768,0.3859604233784113,-0.4585368470644684,2.075849581557638,1.129357684864058,-0.0594125245654171,-2.864589397798569,-0.1099513511812154,0.2062222827571616,-1.1427812459348277,-0.6949399792399215
10.18730/PGEH2,G12882,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,-2.9470184280009937,MEX,8 MI E ARCELIA - ARCELIA - GUERRERO,-0.5297449916925737,0.3859604233784113,-0.5837897156309415,2.4126316012658213,1.5852697998138734,-0.5571310923077175,-2.5922980636123474,-0.1099513511812154,0.2062222827571616,-0.2603017355159595,-0.7350518424249712
10.18730/JMK16,G12883,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,-2.9470184280009937,MEX,8 MI S TZITZIO - TZITZIO - MICHOACAN,0.1728644674996846,0.3859604233784113,-0.6036708893385855,1.0199924386887365,1.1564416069788288,-0.7620741140876701,-2.830552981025292,-0.1099513511812154,0.2062222827571616,-0.5069574992976308,-0.7450798082212337
10.18730/S2J3M,G12879C,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,-1.2939186614670004,MEX,8.5 MI W TELOLOAPAN - TELOLOAPAN - GUERRERO,0.505084231906487,0.3859604233784113,-0.543446669058529,1.038196872186476,1.4664015387526197,-0.4985760180168251,-3.511281316490847,-0.1099513511812154,0.2062222827571616,0.0302039418268976,-0.6899259963417902
10.18730/JMJZ4,G12878,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,-2.9470184280009937,MEX,5.5 MI E TELOLOAPAN - TELOLOAPAN - GUERRERO,0.2463769260067217,0.3859604233784113,-0.5859801830443486,0.25540623178367,1.1955627002596847,-0.2643554590914262,-4.736592320328847,-0.1099513511812154,0.2062222827571616,0.0795350945832318,-0.7099819279343151
10.18730/PG5QG,G12876,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,-1.2939186614670004,MEX,3.5 MI ABOVE HIGHWAY JCT ALONG ROAD TO IXTLAN DE JUAREZ - TLALIXTAC - OAXACA,0.5545637712862235,0.3859604233784113,-0.5528034784480673,1.3294678081503108,0.8334411832264954,0.1748079907330101,-2.660370897158902,-0.1099513511812154,0.2062222827571616,0.9839395617826928,-0.1985556723249307
10.18730/S677Z,G12873C,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,-2.9470184280009937,MEX,64 KM ALONG TOLL ROAD ABOVE CUERNAVACA - HUITZILAC - MORELOS,1.0649098774600771,0.3859604233784113,0.3693424563612108,1.211138990415003,1.276312806197768,-0.5864087167071068,0.5050158627559306,-0.1099513511812154,0.2062222827571616,0.0740538553880836,-0.7500937911193648
10.18730/JHBRZ,G12871,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,-2.9470184280009937,MEX,4 MI NE HIGH. JCT ON ROAD TO IXTLAN DE JUAREZ - TLALIXTAC - OAXACA,0.5969748050402833,0.3859604233784113,-0.5931593764053269,-0.2816245563996505,-0.7128474267810155,1.8143515978219995,-1.1627685591346806,-0.1099513511812154,0.2062222827571616,1.0442331929293236,-0.1032899972604375
10.18730/PGEB~,G12870,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,-2.9470184280009937,MEX,3.5 MI E COPALA- CARRETERA A DURANGO - COPALA - SINALOA,-0.3572734544260636,0.3859604233784113,-0.6067124937079017,1.0746057391819557,0.540534261371533,0.0284201741248644,-2.524225230065792,-0.1099513511812154,0.2062222827571616,1.8993065073724504,-0.3941010053520483
10.18730/PGEA*,G12869,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,-2.9470184280009937,MEX,CIRIMICUARO-10 M.E URUAPAN - CIRIMICUARO - MICHOACAN,0.1163164224942715,0.3859604233784113,-0.583102198723721,2.021236281064419,1.518563124012018,-0.820629188378562,-1.707351227507125,-0.1099513511812154,-1.1698836982734446,-0.5069574992976308,-0.6949399792399215
10.18730/PGE9Z,G12867,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,-2.9470184280009937,MEX,"2-3 MI SE OF EST. TETITLAN, ON EDGE OF LAVA FIELD - AHUACATLAN - NAYARIT",-0.5721560254466336,0.3859604233784113,-0.6015880290306457,0.6650059854828128,1.1810176097172278,-0.93773942421429,-2.5922980636123474,-0.1099513511812154,0.2062222827571616,1.0771206281002133,-0.6297582015642156
10.18730/JHADS,G12868,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,-2.9470184280009937,MEX,LAGUNILLA-9 KM. E SANTA MARIA DEL ORO - SANTA MARIA DEL ORO - NAYARIT,-0.6583917940798887,0.3859604233784113,-0.589644853410109,0.3191217490257588,1.044595060985689,-0.6742414153973884,-0.9925864752682916,-0.1099513511812154,0.2062222827571616,1.2086703687837712,-0.5896463383791658
10.18730/JHA6J,G12865,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,-2.9470184280009937,MEX,"6 MI S OF TECALITLAN, ALONG ROAD TO COLIMA - TECALITLAN - JALISCO",-0.0123303798930433,0.3859604233784113,-0.0833303753335673,0.5648816012452444,1.0556292939940888,-0.0886901053378348,-1.1287321423614027,-0.1099513511812154,0.2062222827571616,0.6166965357077603,-0.6247442186660844
10.18730/JHA9N,G12864,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,-2.9470184280009937,MEX,S W VOLCAN COLIMA-2 MI N COFRADIA SUCHISTLAN - COFRADIA DE SUCHISTLAN - COLIMA,0.1728644674996846,0.3859604233784113,-0.099473945993707,1.1201168229263043,0.8409645587008382,-0.7327964896882804,-1.264877809454514,-0.1099513511812154,0.2062222827571616,0.6112152965126121,-0.5545484580922473
10.18730/S0YCY,G12863A,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,-2.9470184280009937,MEX,3 MI W SAN MARCOS-VOLCAN DE COLIMA - SAN MARCOS - JALISCO,0.2718235462591577,0.3859604233784113,-0.5882115592692035,0.3919394830167175,0.8735655973198088,-1.113404821594853,0.5050158627559306,-0.1099513511812154,0.2062222827571616,0.8688335386845797,-0.6548281160548717
10.18730/PGD1W,G12862,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,-2.9470184280009937,MEX,2 MI NE LA GARITA-CA. 10 MI E OF TAMAZULA - LA GARITA - JALISCO,0.0739053887402116,0.3859604233784113,-0.1104808531731947,0.7287215027249015,1.195061039853456,-0.4985760180168251,-1.264877809454514,-0.1099513511812154,0.2062222827571616,-0.446663868151,-0.639786167360478
10.18730/JHA1D,G12860,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,-2.9470184280009937,MEX,21 MI AL SE DURANGO POR LA RUTA 45 - DURANGO - DURANGO,0.8090299738105826,0.3859604233784113,-0.5074684225899848,0.419246133263327,0.7908092324115825,-1.4940131535014256,-0.1076396391630694,-0.1099513511812154,-1.1698836982734446,-0.5946573264200028,-0.6999539621380526
10.18730/JQB1A,G12741,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,0.3591811050669926,MEX,EL TULE - ARANDAS - JALISCO,0.9835603417980596,0.3859604233784113,-0.3374128523984723,0.8561525372090794,1.4413238756079918,-0.6449637909979988,0.6071251130757639,-0.1099513511812154,0.2062222827571616,0.6276590140980568,-0.7450798082212337
10.18730/K04MY,G1268,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,0.3591811050669926,MEX,LA PAZ - LA PAZ - BAJA CALIFORNIA SUR,-1.5094398714113566,0.3859604233784113,-0.5813300978714127,-0.5910999258612251,1.708150196160641,-2.050286882788561,0.6071251130757639,3.991234047878121,-1.1698836982734446,-0.7919819374453397,-0.7200098937305776
10.18730/K02VA,G1224,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,0.3591811050669926,MEX,SAN ANDRES TUXTLA - SAN ANDRES TUXTLA - VERACRUZ,-1.085329533870758,0.3859604233784113,-0.5491085014845687,-0.5000777583725267,0.0394824675578191,1.4337432659154268,0.6071251130757639,-0.1099513511812154,0.2062222827571616,0.2604159880231241,0.3028426174881912
10.18730/S2K5H,G12202A,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,0.3591811050669926,MEX,AYAHUALULCO - AYAHUALULCO - VERACRUZ,1.013835564234657,0.3859604233784113,1.529314488591071,-0.5273844086191362,-0.0909213042632907,0.7018041610612138,0.5730886963024862,-0.1099513511812154,0.2062222827571616,-0.1945268651741805,-0.3740450737595234
10.18730/JQ1C$,G11445,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,0.3591811050669926,MEX,GONZALES ORTEGA - LA FRAGUA - PUEBLA,1.279950841517078,0.3859604233784113,-0.1963085372355997,0.1734862810438414,0.4763355049460493,-0.117967642483281,0.436943029209375,-0.1099513511812154,0.2062222827571616,-0.052014646100326,-0.6147162528698219
10.18730/JQ0A0,G11411,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,0.3591811050669926,MEX,SAN AGUSTIN - JAMAY - JALISCO,0.5920302049958749,0.3859604233784113,-0.598516775114778,0.3191217490257588,1.198571897387513,-0.967016961359736,0.6071251130757639,-0.1099513511812154,-1.1698836982734446,0.5070717518047954,-0.7350518424249712
10.18730/JQ01W,G11402,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,0.3591811050669926,MEX,SAN PABLO - JACONA - MICHOACAN,0.7156764008051566,0.3859604233784113,-0.5287544753031154,1.0746057391819557,1.0104894238028044,-0.9084618870688438,0.6071251130757639,-0.1099513511812154,-1.1698836982734446,-0.5672511304442615,-0.7099819279343151
10.18730/JZ4A*,G114,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,0.3591811050669926,MEX,TIRINDARO - ZACAPU - MICHOACAN,1.416921457618774,0.3859604233784113,-0.1616724173614326,0.2827128820302795,0.8650392836877806,-0.7327964896882804,0.6071251130757639,-0.1099513511812154,0.2062222827571616,-0.6165822832005957,-0.6999539621380526
10.18730/JPZE9,G11380,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,0.3591811050669926,MEX,VILLA CORONA - VILLA CORONA - JALISCO,0.3826656924414831,0.3859604233784113,-0.5877592559595205,0.5193705175008952,1.2060952728618557,-0.9962946730130688,0.3688701956628195,-0.1099513511812154,-1.1698836982734446,0.4084094462921268,-0.7099819279343151
10.18730/JPS6Z,G11295,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,0.3591811050669926,MEX,EL MIRADOR - SILAO - GUANAJUATO,0.77651484793247,0.3859604233784113,-0.565463390533776,0.5011660840031557,0.3213553477317682,-1.2305151446845242,0.6071251130757639,-0.1099513511812154,-1.1698836982734446,-0.8358318510065257,-0.73003785952684
10.18730/JPCH~,G11122,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,0.3591811050669926,MEX,EN CHUNKANAN - HECELCHAKAN - CAMPECHE,-1.7073580289303023,-1.80637314900962,-0.6121517538436607,-1.2464595317798537,-0.0452799649931642,-0.6156862538525528,-2.320006729426125,-0.1099513511812154,-1.1698836982734446,-0.1945268651741805,-0.479338714620279
10.18730/JQ5CE,G11125,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,-2.9470184280009937,MEX,"VENUSTIANO CARRANZA, CRO SOMBRERETILLO - CANATLAN - DURANGO",1.2755513451052412,-2.902539935203636,-0.4573168836728064,0.9653791381955174,0.6232906262797593,-1.4061805420650872,-0.2778217230294583,-0.1099513511812154,-1.1698836982734446,-0.4631075857364448,-0.7200098937305776
10.18730/JPE5B,G11124,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,0.3591811050669926,MEX,6 KM DE CHUNHUAS - HECELCHAKAN - CAMPECHE,-1.7144265345559793,-1.80637314900962,-0.612686088876592,-1.0644151968024569,-0.0492924829334496,-0.6156862538525528,-2.5582616468390693,-0.1099513511812154,-1.1698836982734446,-0.1945268651741805,-0.4893666804165414
10.18730/JPDGV,G11123,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,0.3591811050669926,MEX,EN DZOTZIL - HECELCHAKAN - CAMPECHE,-1.7144265345559793,-1.80637314900962,-0.6126872724626756,-1.2464595317798537,-0.0914229646695198,-0.5864087167071068,-2.1157882287864584,-0.1099513511812154,-1.1698836982734446,-0.1726019083935875,-0.4642967659258853
10.18730/JQ5DF,G11115,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,-2.9470184280009937,MEX,7 KM S DE SN JOSE DE TULE - PIHUAMO - JALISCO,-0.1240127687787343,-2.902539935203636,-0.5477113335376284,1.620738744114146,1.4182524714335067,-0.6742414153973884,-2.830552981025292,-0.1099513511812154,0.2062222827571616,0.1069412905589731,-0.6949399792399215
10.18730/JPC0G,G11118,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,0.3591811050669926,MEX,EN CUMPICH - HECELCHAKAN - CAMPECHE,-1.6649469951762428,-1.80637314900962,-0.612739349356406,-1.1099262805468058,-0.2133004228586015,-0.7035189525428345,-2.4221159797459584,-0.1099513511812154,-1.1698836982734446,-0.0739396028809191,-0.4642967659258853
10.18730/JPBK3,G11106,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,0.3591811050669926,MEX,EN KANKABCHEN - HOPELCHEN - CAMPECHE,-1.5942619389194763,-1.80637314900962,-0.6086721001526544,-1.1918462312866345,-0.5142323805941355,-0.5278535551622713,-2.8986258145718478,-0.1099513511812154,-1.1698836982734446,-0.0410521677100296,-0.4291988856389668
10.18730/JPBVB,G11109,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,0.3591811050669926,MEX,EN TINUM - TENABO - CAMPECHE,-1.6861525120532728,-1.80637314900962,-0.6127841481790641,-1.2828683987753329,-0.217312749471502,-0.4692984808713789,-2.660370897158902,-0.1099513511812154,-1.1698836982734446,-0.1013457988566603,-0.4191709198427044
10.18730/JPAWH,G11100,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,0.3591811050669926,MEX,1 KM NW DE CHUNCHINTOK - HOPELCHEN - CAMPECHE,-1.5659879164167698,-1.80637314900962,-0.6066009058555838,-1.0826196303001965,-0.4063983525412817,-0.5864087167071068,-0.4480038068958472,-0.1099513511812154,-1.1698836982734446,-0.052014646100326,-0.4291988856389668
10.18730/JPAPB,G11094,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,0.3591811050669926,MEX,RINCON DE MIRANDILLAS - TALPA DE ALLENDE - JALISCO,0.384919636269984,-1.80637314900962,-0.4986205953140687,1.2839567244059618,1.0601434723406034,-0.0886901053378348,-0.7543315578553472,-0.1099513511812154,0.2062222827571616,1.0606769105147684,-0.5645764238885097
10.18730/JPAG5,G11086,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,0.3591811050669926,MEX,EN GALOPE - MASCOTA - JALISCO,0.4697417037781037,-1.80637314900962,-0.4446082773045015,1.092810172679695,1.0812086175449451,-0.0301349437929994,-2.3540431461994027,-0.1099513511812154,0.2062222827571616,3.132585326280807,-0.5344925264997225
10.18730/JPA6*,G11069,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,0.3591811050669926,MEX,EN VOLCANES - ATENGUILLO - JALISCO,0.2294125125050978,-1.80637314900962,-0.5533209165381294,0.5193705175008952,1.1072892188472585,-0.2350779219459803,-1.6052419771872917,-0.1099513511812154,0.2062222827571616,0.9291271698312104,-0.5796183725829034
10.18730/JPA3X,G11062,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,0.3591811050669926,MEX,EN CUAUTLA - CUAUTLA - JALISCO,0.7100708950511097,-1.80637314900962,-0.2758083910615756,0.7742325864692507,0.952811104693978,0.0284201741248644,-1.3329506430010694,-0.1099513511812154,0.2062222827571616,1.1538579768322887,-0.5395065093978536
10.18730/JPAAU,G11059,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,0.3591811050669926,MEX,"4 KM E DE TEPANTLA, RCHO LA MESA - AYUTLA - JALISCO",0.2435495237564511,-1.80637314900962,-0.5429621997409462,0.8197436702136,1.233680855382855,-0.5571310923077175,-0.8224043914019028,-0.1099513511812154,0.2062222827571616,0.6824714060495393,-0.5996743041754283
10.18730/S2KFV,G11056A,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,-2.9470184280009937,MEX,"5 KM SWS DE GALOPE, ARROYO SN LUIS - MASCOTA - JALISCO",0.2152755012537445,-2.902539935203636,-0.4968924022973357,1.2202412071638729,1.2081015318319983,-0.2643554590914262,-1.3669870597743472,-0.1099513511812154,0.2062222827571616,2.8146734529622086,-0.5746043896847722
10.18730/JP9WP,G11053,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,-2.9470184280009937,MEX,4 KM SW DE IXTLAHUACAN DEL RIO - IXTLAHUACAN DEL RIO - JALISCO,0.6393858387943432,-2.902539935203636,-0.5520889857903498,0.8106414534647302,0.975882508868463,-0.7913516512331161,-0.5841494739889583,-0.1099513511812154,0.2062222827571616,-0.556288652053965,-0.7200098937305776
10.18730/JPA0T,G11052,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,-2.9470184280009937,MEX,"3 KM NW DE SAN ISIDRO, PARQUE ATL - ZAPOPAN - JALISCO",0.2294125125050978,-2.902539935203636,-0.5824170025034138,0.2827128820302795,1.5476533050969317,-0.7035189525428345,-2.864589397798569,-0.1099513511812154,0.2062222827571616,-0.5617698912491133,-0.7250238766287087
10.18730/JP9XQ,G11051,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,-2.9470184280009937,MEX,"4 KM NE DE SAN ISIDRO, LA COLORADA - ZAPOPAN - JALISCO",0.5969748050402833,-2.902539935203636,-0.573314778547086,0.0915663303040128,1.543139126750417,-0.7035189525428345,-1.707351227507125,-0.1099513511812154,0.2062222827571616,-0.5617698912491133,-0.7200098937305776
10.18730/S13F8,G11050A,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,-2.9470184280009937,MEX,"0.8 KM E DE ENTRADA A JUANAQUIL, PITO REAL - MORELIA - MICHOACAN",1.1483182438430617,-2.902539935203636,-0.4012486774449633,0.1916907145415811,0.9076712345026936,-0.8499068127779518,0.6071251130757639,-0.1099513511812154,-1.1698836982734446,-0.5398449344685202,-0.684912013443659
10.18730/JP9KD,G11048,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,0.3591811050669926,MEX,3 KM W DE CHILCHOTA - CHILCHOTA - MICHOACAN,0.7383449175538161,-1.80637314900962,-0.2831476260006287,1.1747301234195238,1.3049013268764529,-0.4985760180168251,-1.0266228920415694,-0.1099513511812154,0.2062222827571616,-0.5508074128588167,-0.7049679450361839
10.18730/JP9C6,G11042,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,0.3591811050669926,MEX,EN LAS PALMAS - COMPOSTELA - NAYARIT,-1.6225359614221828,-1.80637314900962,-0.6166464261305621,0.4283483500121969,0.8198994134964961,0.116252872815146,-0.6181858907622361,-0.1099513511812154,0.2062222827571616,3.3902035684527747,-0.6648560818511341
10.18730/JP90Z,G11033,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,-2.9470184280009937,MEX,"15 KM S DE TUITAN, EL SALTITO - NOMBRE DE DIOS - DURANGO",0.8373039963132892,-2.902539935203636,-0.5071286536496901,0.5102683007520254,0.6809689453885855,-1.4354580792105334,-2.149824645559736,-0.1099513511812154,-1.1698836982734446,-0.556288652053965,-0.7049679450361839
10.18730/JP8XW,G11034,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,-2.9470184280009937,MEX,"KM 156 A MAZATLAN, REVOLCADEROS - EL SALTO - DURANGO",1.0352221538322353,-2.902539935203636,-0.4917227728507103,0.8834591874556889,0.1458117057193734,0.2333631304643595,-1.6733148107338471,-0.1099513511812154,0.2062222827571616,1.9650813777142293,0.0170455922947117
