DOI,ACCENUMB,CURATION,GENUS,SPECIES,GRIN_NAME,SAMPSTAT,ORIGCTY,COLLSITE,ELEVATION,COLLSRC,MODCF_CloudForestPrediction,MODCF_seasonality_concentration,current_30arcsec_aridityIndexThornthwaite,current_30arcsec_climaticMoistureIndex,BDRICM_M,SLGWRB,ACDWRB_M_ss,bio18,bio19
10.18730/K33Q2,G9494,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,0.3591811050669926,IRN,GOCHAN - KHORASAN,-0.1183188587635849,0.3859604233784113,-0.5607566981606318,1.9575207638223295,0.2964717967626016,-0.4096525352556686,0.6071251130757639,-0.1099513511812154,-1.1698836982734446,-1.356549574545609,-0.1584438091398809
10.18730/K32P6,G9458,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,0.3591811050669926,IRN,ISFAHAN - ISFAHAN,-0.581949989286107,0.3859604233784113,-0.5511383322502111,1.9848274140689397,1.198767687430176,-1.740831416174644,0.6071251130757639,-0.1099513511812154,-1.1698836982734446,-1.6086865775224288,-0.5395065093978536
10.18730/JZ39U,G67,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,0.3591811050669926,IRN,AHWAZ - KHUZESTAN,-1.2181163921151978,0.3859604233784113,-0.5400668788228187,2.3580183007726023,1.2030197387995336,-1.7433087820152555,0.6071251130757639,3.991234047878121,-1.1698836982734446,-1.6251302951078737,-0.0631781340753878
10.18730/JG93*,G6029,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,0.3591811050669926,IRN,TORBAT-E HEYDARIYEH - KHORASAN,-0.0965002723001041,0.3859604233784113,-0.547443237993806,2.558267069247739,0.417428060027828,-0.9466316128043204,0.6071251130757639,-0.1099513511812154,-1.1698836982734446,-1.5867616207418358,-0.2135976210193244
10.18730/JG92Z,G6028,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,0.3591811050669926,IRN,NISHABUR - KHORASAN,-0.0910187035482329,0.3859604233784113,-0.5476014715485218,2.212382832790685,0.3702098959419954,-0.5507637543499071,0.6071251130757639,-0.1099513511812154,-1.1698836982734446,-1.5812803815466876,-0.2135976210193244
10.18730/JGHPB,G5598,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,0.3591811050669926,IRN,DARREH GAZ SAF - KHORASAN,-0.4237338271627556,0.3859604233784113,-0.5996900929105351,1.8756008130825013,0.2807425091909796,-0.3625534902455445,0.6071251130757639,-0.1099513511812154,-1.1698836982734446,-1.5483929463757982,-0.4141569369445732
10.18730/JKERX,G5594,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,0.3591811050669926,IRN,SHIRAZ - FARS,-1.222868897423912,0.3859604233784113,-0.5534803682456266,1.5115121431277077,1.4542780553927697,-1.887073141177997,-0.8224043914019028,-0.1099513511812154,-1.1698836982734446,-1.6086865775224288,-0.3038493131856863
10.18730/JK9TK,G5557,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,0.3591811050669926,IRN,KARAJ - MARKAZI,-0.6830190334837462,0.3859604233784113,-0.5998592518677814,2.112258448553117,0.3569198048904883,-0.4656032428769086,0.6071251130757639,-0.1099513511812154,-1.1698836982734446,-1.5538741855709464,-0.3088632960838176
10.18730/JK8WT,G5550,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,0.3591811050669926,IRN,CHALUS - MAZANDARAN,-0.9695901983952848,0.3859604233784113,-0.4468733622989425,-1.2828683987753329,-1.7296606574329094,1.3367304482919526,0.6071251130757639,-0.1099513511812154,-1.1698836982734446,-0.3096328882722938,0.7942129415050507
10.18730/JK94$,G5553,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,0.3591811050669926,IRN,SABZEVAR - KHORASAN,0.0872302616268949,0.3859604233784113,-0.5475406421573284,1.9666229805712,0.4220393192587297,-0.9527072878636464,0.6071251130757639,-0.1099513511812154,-1.1698836982734446,-1.5867616207418358,-0.3439611763707361
10.18730/JK9B4,G5554,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,0.3591811050669926,IRN,SHAHRUD - KHORASAN,-0.033791816241839,0.3859604233784113,-0.5996974826337168,1.5388187933743172,0.3685224538930752,-0.5194153119593051,0.6071251130757639,-0.1099513511812154,-1.1698836982734446,-1.5648366639612428,-0.5294785436015912
10.18730/JGJAZ,G5548,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,0.3591811050669926,IRN,HASAN KIADEH - GILAN,-1.1529623504148825,0.3859604233784113,-0.5451697602289506,0.1188729805506224,-1.3222167269964058,0.8679721404493286,0.6071251130757639,-0.1099513511812154,-1.1698836982734446,-0.9399753957143424,0.6036815913760644
10.18730/JK8HF,G5545,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,0.3591811050669926,IRN,ABADEH - FARS,-1.2192904646426892,0.3859604233784113,-0.5540368429535046,1.101912389428565,1.4584136820514468,-1.889415157616394,0.6071251130757639,-0.1099513511812154,-1.1698836982734446,-1.5977240991321322,-0.1584438091398809
10.18730/JK8KH,G5546,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,0.3591811050669926,IRN,RASHT - GILAN,-0.9579241071637415,0.3859604233784113,-0.4987565917229963,-0.6002021426100949,-1.7017220726058315,1.2915939109166694,0.6071251130757639,-0.1099513511812154,-1.1698836982734446,-0.929012917324046,1.0198421719209556
10.18730/JGJ9Y,G5544,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,0.3591811050669926,IRN,KHOMEYN - MARKAZI,-0.5011102298860304,0.3859604233784113,-0.5477198424819861,0.9107658377022984,0.4086146083613162,-0.940200213217301,0.6071251130757639,-0.1099513511812154,-1.1698836982734446,-1.5977240991321322,-0.364017107963261
10.18730/JK8FD,G5542,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,0.3591811050669926,IRN,ARAK - MARKAZI,-0.5009523346236618,0.3859604233784113,-0.5478324852132246,1.38408110864353,0.3275084458441786,-0.8521600477640517,0.6071251130757639,-0.1099513511812154,-1.1698836982734446,-1.5977240991321322,-0.2687514328987678
10.18730/JK7Y~,G5535,FULL,Phaseolus,vulgaris,Phaseolus vulgaris,0.3591811050669926,IRN,VARAMIN - TEHRAN,-0.5714924605660857,0.3859604233784113,-0.5869329304613212,2.148667315548596,0.429732023586687,-0.9544238339131144,0.6071251130757639,-0.1099513511812154,-1.1698836982734446,-1.5977240991321322,-0.4642967659258853
