problema,modelo,y_true,y_proba
sequía,AutoML,0,0.0530178459359383
sequía,AutoML,1,0.0362271889237739
sequía,AutoML,0,0.0499499056577158
sequía,AutoML,0,0.0451460967463068
sequía,AutoML,1,0.0624712478229995
sequía,AutoML,0,0.0434984585667283
sequía,AutoML,1,0.0881244544229041
sequía,AutoML,1,0.0907959082370451
sequía,AutoML,1,0.0681864976803533
sequía,AutoML,0,0.0534329205669841
sequía,AutoML,0,0.0549403192946747
sequía,AutoML,0,0.0400867692722617
sequía,AutoML,0,0.0442104480052317
sequía,AutoML,0,0.0527372753989897
sequía,AutoML,1,0.0546602081546702
sequía,AutoML,0,0.0525128482823118
sequía,AutoML,0,0.0460275572064984
sequía,AutoML,0,0.0450986721273582
sequía,AutoML,0,0.0456387439109695
sequía,AutoML,0,0.0440321080871637
sequía,AutoML,0,0.0490043902888822
sequía,AutoML,0,0.0452644764738175
sequía,AutoML,1,0.0951571423409786
sequía,AutoML,0,0.0438028750635683
sequía,AutoML,0,0.0523160157868029
sequía,AutoML,0,0.0449409155088499
sequía,AutoML,0,0.0433128267713841
sequía,AutoML,0,0.0469183899775173
sequía,AutoML,1,0.0562814652995886
sequía,AutoML,0,0.0490588681401386
sequía,AutoML,0,0.0515940505315239
sequía,AutoML,0,0.0591285949316555
sequía,AutoML,0,0.0432803803010582
sequía,AutoML,1,0.0555559723597981
sequía,AutoML,1,0.0521408892841018
sequía,AutoML,0,0.0455437085140263
sequía,AutoML,1,0.0899664682624965
sequía,AutoML,0,0.0447981233790491
sequía,AutoML,0,0.0810352031724278
sequía,AutoML,1,0.0889733601591321
sequía,AutoML,0,0.0439474346571029
sequía,AutoML,0,0.0465241764133081
sequía,AutoML,0,0.0433768640552014
sequía,AutoML,0,0.0483844815193447
sequía,AutoML,1,0.0897044176175609
sequía,AutoML,1,0.0916648396228241
sequía,AutoML,0,0.0454372633822533
sequía,AutoML,0,0.0451663557983041
sequía,AutoML,0,0.043942207759446
sequía,AutoML,0,0.0788769613033127
sequía,AutoML,0,0.0536404442863315
sequía,AutoML,0,0.04309888463546
sequía,AutoML,0,0.0527866168028955
sequía,AutoML,1,0.0913432950662687
sequía,AutoML,1,0.0455962837457957
sequía,AutoML,1,0.0957552803760496
sequía,AutoML,0,0.0541837671261251
sequía,AutoML,0,0.0488194979462773
sequía,AutoML,0,0.0464374535843003
sequía,AutoML,0,0.0432686101394338
sequía,AutoML,0,0.0459071965325198
sequía,AutoML,0,0.0511492242499966
sequía,AutoML,0,0.0436736376369124
sequía,AutoML,1,0.0962831155873102
sequía,AutoML,0,0.0438044835259183
sequía,AutoML,0,0.0365914603120905
sequía,AutoML,0,0.0526619897174092
sequía,AutoML,1,0.0538034038514727
sequía,AutoML,1,0.0538049111282215
sequía,AutoML,0,0.0445876195591617
sequía,AutoML,1,0.0513418637407657
sequía,AutoML,1,0.0536710783134328
sequía,AutoML,1,0.0887002027848521
sequía,AutoML,0,0.0451153918180821
sequía,AutoML,1,0.0425266012053933
sequía,AutoML,0,0.0539742763244604
sequía,AutoML,0,0.0540056110229774
sequía,AutoML,0,0.0443186335562862
sequía,AutoML,1,0.0888276686194519
sequía,AutoML,1,0.0907302296392255
sequía,AutoML,0,0.0547218582807332
sequía,AutoML,0,0.0463347878536549
sequía,AutoML,1,0.0510021939842326
sequía,AutoML,0,0.0447510179554315
sequía,AutoML,0,0.0458732943304646
sequía,AutoML,0,0.0536911966037956
sequía,AutoML,1,0.0895699085307042
sequía,AutoML,0,0.0445930537146199
sequía,AutoML,0,0.0474471451469522
sequía,AutoML,0,0.0418209313941561
sequía,AutoML,0,0.0513622884041597
sequía,AutoML,1,0.0879929817138257
sequía,AutoML,1,0.0921814817139708
sequía,AutoML,0,0.0481742616513511
sequía,AutoML,0,0.0440043784804084
sequía,AutoML,1,0.0456588137178405
sequía,AutoML,0,0.0455968673069866
sequía,AutoML,0,0.0846390421937989
sequía,AutoML,0,0.0487626265208148
sequía,AutoML,1,0.0586746792927353
sequía,AutoML,1,0.0896874655112309
sequía,AutoML,1,0.0528471672292783
sequía,AutoML,0,0.0458155420440977
sequía,AutoML,0,0.0467839762783204
sequía,AutoML,0,0.053881138664345
sequía,AutoML,0,0.0445920007856948
sequía,AutoML,0,0.0449412978179239
sequía,AutoML,0,0.0421564362358064
sequía,AutoML,1,0.0538859875176561
sequía,AutoML,1,0.0959288870202509
sequía,AutoML,1,0.089398750963893
sequía,AutoML,0,0.0522829255003215
sequía,AutoML,1,0.0497356947915078
sequía,AutoML,0,0.0480859291290545
sequía,AutoML,0,0.0506246154373338
sequía,AutoML,0,0.0437286004255871
sequía,AutoML,0,0.0439917134092596
sequía,AutoML,1,0.0871791066046248
sequía,AutoML,0,0.0428270404412131
sequía,AutoML,0,0.0516722701183688
sequía,AutoML,1,0.0889358465860552
sequía,AutoML,0,0.0443828504151677
sequía,AutoML,1,0.0533661480953602
sequía,AutoML,0,0.0402533892952672
sequía,AutoML,0,0.0549571367196135
sequía,AutoML,0,0.0503132711429529
sequía,AutoML,0,0.0548572316460321
sequía,AutoML,1,0.0406472866263244
sequía,AutoML,0,0.04726156755207
sequía,AutoML,0,0.0539842266011839
sequía,AutoML,0,0.0451093127344162
sequía,AutoML,0,0.043511065286234
sequía,AutoML,1,0.0982586068223216
sequía,AutoML,0,0.0514194767974026
sequía,AutoML,0,0.0530935170879585
sequía,AutoML,0,0.0461288775128128
sequía,AutoML,0,0.0430835515400094
sequía,AutoML,0,0.0453771360123077
sequía,AutoML,1,0.0888475215532616
sequía,AutoML,0,0.0480430773644545
sequía,AutoML,1,0.0512636369944144
sequía,AutoML,0,0.0453713166436443
sequía,AutoML,1,0.091433770118236
sequía,AutoML,0,0.0797095266582214
sequía,AutoML,0,0.0459142055575604
sequía,AutoML,0,0.0438920060218278
sequía,AutoML,0,0.0433110044692157
sequía,AutoML,0,0.0505122516741829
sequía,AutoML,0,0.0415617717787014
sequía,AutoML,1,0.0528024293757816
sequía,AutoML,0,0.0460179149942078
sequía,AutoML,0,0.0430253890517772
sequía,AutoML,0,0.0475743535116908
sequía,AutoML,0,0.0536042037554597
sequía,AutoML,0,0.0513924663168669
sequía,AutoML,1,0.0521239880646288
sequía,AutoML,0,0.0465264180628365
sequía,AutoML,0,0.0527894007785016
sequía,AutoML,0,0.0437233678448619
sequía,AutoML,0,0.0460276051730785
sequía,AutoML,0,0.043493591955998
sequía,AutoML,0,0.0446546538123115
sequía,AutoML,1,0.0518819630987928
sequía,AutoML,0,0.0437183817823984
sequía,AutoML,0,0.044667811410368
sequía,AutoML,1,0.0872327410211793
sequía,AutoML,1,0.0447004261724165
sequía,AutoML,0,0.041344310195831
sequía,AutoML,0,0.0428459626395092
sequía,AutoML,0,0.0526465389881902
sequía,AutoML,1,0.053752895930651
sequía,AutoML,1,0.0433602573278228
sequía,AutoML,0,0.0531804182009671
sequía,AutoML,0,0.043994224814766
sequía,AutoML,0,0.0436340530086901
sequía,AutoML,0,0.051302739071517
sequía,AutoML,0,0.0452022894566978
sequía,AutoML,0,0.0457234358014455
sequía,AutoML,0,0.0454203917191703
sequía,AutoML,1,0.0894257315856071
sequía,AutoML,0,0.0594727612925455
sequía,AutoML,0,0.044749063028839
sequía,AutoML,0,0.0899374141671543
sequía,AutoML,1,0.0962141310411305
sequía,AutoML,0,0.0425431652108988
sequía,AutoML,0,0.0439581356754135
sequía,AutoML,0,0.0432133644843663
sequía,AutoML,0,0.043950733507386
sequía,AutoML,0,0.0469366825129882
sequía,AutoML,0,0.0403261724458183
sequía,AutoML,1,0.0528468336810907
sequía,AutoML,0,0.0436566008481968
sequía,AutoML,0,0.0520307964245815
sequía,AutoML,0,0.0458237575563455
sequía,AutoML,0,0.0448777997824702
sequía,AutoML,0,0.0481583358554354
sequía,AutoML,0,0.0457923134782677
sequía,AutoML,1,0.0573572524959066
sequía,AutoML,0,0.052724795686951
sequía,AutoML,0,0.0418050991325567
sequía,AutoML,1,0.0838720603287888
sequía,AutoML,0,0.0362667295982413
sequía,AutoML,0,0.0444605824320236
sequía,AutoML,0,0.0446365029597739
sequía,AutoML,0,0.0858480196084651
sequía,AutoML,0,0.0445300727974277
sequía,AutoML,1,0.0555910103492193
sequía,AutoML,0,0.0527981036845797
sequía,AutoML,0,0.0901794273234878
sequía,AutoML,0,0.0530939291239678
sequía,AutoML,0,0.0448930494964233
sequía,AutoML,0,0.0417379744244521
sequía,AutoML,0,0.0434484134205288
sequía,AutoML,0,0.0424431915383568
sequía,AutoML,1,0.0486078611074417
sequía,AutoML,0,0.0454016934107772
sequía,AutoML,1,0.0528361742123763
sequía,AutoML,0,0.0418478740192641
sequía,AutoML,0,0.0478566878568536
sequía,AutoML,1,0.0482341832111766
sequía,AutoML,0,0.0543745263684861
sequía,AutoML,1,0.0525052239751187
sequía,AutoML,0,0.0460605530294979
sequía,AutoML,0,0.0449898245878193
sequía,AutoML,0,0.0436610539392726
sequía,AutoML,1,0.0904744299597187
sequía,AutoML,0,0.0438228166097148
sequía,AutoML,0,0.0455271118492885
sequía,AutoML,0,0.0440635874601229
sequía,AutoML,0,0.044678016065521
sequía,AutoML,0,0.0433293024179818
sequía,AutoML,0,0.0456786323872627
sequía,AutoML,0,0.050692922831595
sequía,AutoML,0,0.0448050758759074
sequía,AutoML,0,0.0548558556966401
sequía,AutoML,0,0.0505684339654722
sequía,AutoML,0,0.0892799311421651
sequía,AutoML,0,0.0449995890273592
sequía,AutoML,0,0.0527402011833287
sequía,AutoML,0,0.0519575047712942
sequía,AutoML,0,0.0531862796241809
sequía,AutoML,0,0.043179944382426
sequía,AutoML,0,0.0535765910480764
sequía,AutoML,0,0.0538175384900299
sequía,AutoML,0,0.0537846360645844
sequía,AutoML,0,0.0444137765963234
sequía,AutoML,0,0.041316081669123
sequía,AutoML,0,0.0510515742502484
sequía,AutoML,0,0.0448713654252934
sequía,AutoML,0,0.04480451492235
sequía,AutoML,0,0.0511288194713874
sequía,AutoML,0,0.0540536483256108
sequía,AutoML,0,0.0431515945721259
sequía,AutoML,0,0.0414063948867379
sequía,AutoML,0,0.0470239182361059
sequía,AutoML,0,0.0442489137962921
sequía,AutoML,0,0.0494395914344545
sequía,AutoML,0,0.0499040235859091
sequía,AutoML,0,0.0431345310161406
sequía,AutoML,0,0.0447328411037237
sequía,AutoML,1,0.0455787028208424
sequía,AutoML,0,0.0443107484403256
sequía,AutoML,0,0.0449433617586288
sequía,AutoML,1,0.0880580632704468
sequía,AutoML,0,0.0451287400601579
sequía,AutoML,1,0.0570359999321478
sequía,AutoML,0,0.0616192100485926
sequía,AutoML,0,0.0473164815889563
sequía,AutoML,0,0.0533837739031864
sequía,AutoML,1,0.0525194811520367
sequía,AutoML,0,0.0515295948370457
sequía,AutoML,1,0.0889532615329426
sequía,AutoML,0,0.0431797443670226
sequía,AutoML,0,0.0555400956227942
sequía,AutoML,1,0.0864432838707215
sequía,AutoML,1,0.0538601841304645
sequía,AutoML,0,0.0547214041205692
sequía,AutoML,0,0.0414673291439726
sequía,AutoML,1,0.0903227914037629
sequía,AutoML,1,0.0488193035500712
sequía,AutoML,0,0.0533616202289493
sequía,AutoML,0,0.0433266489822496
sequía,AutoML,1,0.0550346442785033
sequía,AutoML,0,0.0475828668785519
sequía,AutoML,0,0.0424449269994853
sequía,AutoML,0,0.0446148893016806
sequía,AutoML,0,0.0455068979377984
sequía,AutoML,0,0.0410465826050915
sequía,AutoML,1,0.0508485455581113
sequía,AutoML,1,0.0935265024913714
sequía,AutoML,1,0.0906199679339136
sequía,AutoML,1,0.0888655305171885
sequía,AutoML,0,0.043650816190233
sequía,AutoML,0,0.053319953368202
sequía,AutoML,0,0.0518653971941506
sequía,AutoML,0,0.0427283405021467
sequía,AutoML,0,0.0460822168363609
sequía,AutoML,0,0.0528810279179016
sequía,AutoML,0,0.0467872286204432
sequía,AutoML,0,0.0435830189162912
sequía,AutoML,0,0.0461853440194303
sequía,AutoML,0,0.0449108754393506
sequía,AutoML,1,0.0556108774883139
sequía,AutoML,0,0.0447109167571001
sequía,AutoML,0,0.0540685538755144
sequía,AutoML,0,0.0541557114788031
sequía,AutoML,0,0.0531743440723922
sequía,AutoML,0,0.0452362713581259
sequía,AutoML,1,0.0566899750152375
sequía,AutoML,0,0.0433283564645234
sequía,AutoML,0,0.0460055887453806
sequía,AutoML,0,0.0452701587693968
sequía,AutoML,1,0.0543642736767362
sequía,AutoML,0,0.044385658722159
sequía,AutoML,0,0.0486269292095791
sequía,AutoML,0,0.0529005445823185
sequía,AutoML,1,0.0562183358113148
sequía,AutoML,0,0.0544316209506846
sequía,AutoML,1,0.0531941622030358
sequía,AutoML,0,0.0901249424399454
sequía,AutoML,0,0.0460002223069136
sequía,AutoML,1,0.0928975343481776
sequía,AutoML,1,0.0558044955026702
sequía,AutoML,0,0.0433211269041611
sequía,AutoML,0,0.053488712581364
sequía,AutoML,0,0.0537996996183414
sequía,AutoML,1,0.0397369980575
sequía,AutoML,0,0.0798471322927984
sequía,AutoML,1,0.051721730183356
sequía,AutoML,0,0.0423115884151546
sequía,AutoML,0,0.0492734893939845
sequía,AutoML,1,0.0536761600773069
sequía,AutoML,1,0.0539281326509643
sequía,AutoML,1,0.0886331744066161
sequía,AutoML,0,0.0446837565261074
sequía,AutoML,0,0.0467409477515913
sequía,AutoML,1,0.0419463972762492
sequía,AutoML,0,0.0896445739871732
sequía,AutoML,0,0.0425822622654001
sequía,AutoML,0,0.0435968725906771
